Original text,Original Tag,Senti score,Senti words,Prediction 
"the doll is cute but only has two dresses to decorate so now we are done designing after playing for a half hour? i thought this was like the ""old fashioned"" 1970s fashion plates i had as a kid. it's not for use on paper just two dresses.  now they want to charge me another $18.00 to get two more barbie dresses in the refill pack. why aren't they washable so u can redecorate the dress?? (like inkoos). the novelty is sadly over now since my daughter designed her two dresses front and back.  big let down. i can't see spending all that money for two ""refill"" dresses. i'd rather buy her a set of barbie dresses for less money. shame. &#128542;",Negative, 0.3333333333333333,cute like like novelty sadly shame,Negative
"my 3-year-old graddaughter loves her barbies. if this toy were a basic barbie with a couple of fashion accessories at a reasonable price, i'd have rated it much higher.unfortunately, it's touted as a ""fashion design"" doll, meaning that you also have the opportunity to ""create"" your own fashions, in this case a couple of dresses.even that would have been great, as my munchkin loves to ""design"" those kinds of things for her dolls. disney has a very fun line of this kind of thing for the princess dolls and figurines.but that's where this toy doesn't meet the mark. first, it only includes two dress ""blanks"". that's a very limited repertoire. the included pens for drawing designs on the blanks work, but the cloth of the dresses is pretty thin and flimsy, so it moves around a lot when she tries to color the dress.the pattern-maker element is also poorly designed. you're supposed to be able to transfer a ""chalk"" design onto the dress material by, essentially, doing a rubbing with an enclosed tool that looks like an ice scraper. it doesn't work worth a hill of beans. even with me, at 6'2"" and 200 pounds, putting my full force behind the scraper, the design was only dimly and vaguely -- and certainly unevenly -- transferred onto the dress. when my munchkin tried it, the results were almost completely undiscernable.then, once she was done ""creating"" her dress, it was time to put it on the doll. i gotta tell you, i have absolutely no idea how any kid is going to be able to do that. the dresses are extremely tight, and took a lot of manipulation of the doll on my part to get them on or off. you have to put barbie's arms upright (like she's diving into a pool) and angle her arms toward each other, all while maneuvering her head to try to get everything through the dress, the arms in the arm holes, wriggling everything the whole time while trying to work the dress over the figurine. i thought i'd need an extra hand or two to make it happen. getting it off was just as hard.not ready for prime time.",Negative, 0.15625,loves reasonable touted meaning opportunity create great loves disney fun kind limited work pretty flimsy poorly able like work worth time absolutely idea able manipulation like whole time work extra ready time,Positive
"i totally love emmett, but the barbie-style figures from twilight don't look much like the characters, unfortunately. the smaller seven inch action figures were crafted much better.",Negative, 0.2,love like unfortunately action better,Positive
"my kids 11 & 14 were bored very quickly with the game part, but have played with the pieces since the initial intro. the game consists of building structures and knocking them over for points. my older child thought the fact the pieces click together made it too easy. all you need to do is hit the structure anywhere with a bird and the pigs fall off. he wasn't impressed. younger child loves the plastic birds that are similar to bathtub toys. think rubber duckies.",Negative, 0.5,bored easy pigs fall impressed loves,Negative
"i bought this and the super set fairy fountain for a granddaughter after reading all the reviews that raved about how fun playmobil toys were. these fairies are ugly.  my granddaughter only played with it because it was something new and she wanted to be kind to me for getting it for her.  but it now sits at the bottom of her closet unused.  other playmobil sets may have more &#34;play value&#34; than this one, but i probably won't ever buy one again after seeing how little fun it actually was.",Negative, 0.16666666666666666,super fun ugly new kind fun,Positive
although very cute the only makeup in this kit that works is the powder eyeshadow. everything else seems to be for show.,Negative, 0,cute works,Positive
"topped off with a charge , used once, both batteries heated up to about 160 degrees when used , not they are trash , will not even get the bird in the air ,,, not happy with these ,",Negative, 0.3333333333333333,trash air happy,Negative
"i don't like this battery as it is a li ion battery, not a lipoly battery to start with. it is low powered from the start & doesn't get better with age. it is supplied with the helicopter & will fly the helicopter, but not to its full potiential. of the 3 i bought, two were bad out of the box!",Negative, 0.2,like start start better bad,Positive
"2 things really bother me about this particular doll.  this plush is very small for the price ( she doesn't even stand as high as a bottle of water if that gives you an idea of size). i never would have seen this on a shelf and bought it for this price. i could have gotten an 11&#34; on disneystore.com for the same price as this one,  my fault of course for not looking around but i really like amazon and normally they are on top of things like this so it didn't cross my mind to check around first plus the reviews were so high.  secondly, while this lambie is very soft, she has a beany bottom half which i am sure is probably to keep her sitting upright, but for snuggling purposes is not so great and i know my daughter is going to love her so that is exactly what she is gonna get lots of.  she seems to be well made when i inspected her but overall i am just not happy and the cost of returning her would have been around $10 so we will be keeping her.  also, disneystore.com is also offering this same plush for $5.00+tax and shipping so check around before you order.  i only gave her 2 stars because while i hate it she will still be loved by my little girl.",Negative, 0.16666666666666666,bother plush water idea fault like top like soft great love well happy plush order hate still loved,Positive
my son had used this helicopter a total of 5 times.  the first 2 times it worked wonderfully.  then the water stopped shooting out.  we have tried different things but the water will not come out anymore.  we may have done something incorrectly but my son does not want to play with it &#34;if it does not shot water&#34;.,Negative, 0.16666666666666666,worked wonderfully water water incorrectly play,Positive
"i think that people know that these are hard to find, so they gouged the price.  this was the most disappointing thing that i have ever opened with a smile on the box.  hallie the hippo and perry the platypus were the only things my three year old asked for this christmas and when i paid 27.99 for this item, and opened it up, i had the same feeling that she did on christmas morning when she saw it.  she barely gave it a second glance and cannot cuddle up with it or sleep with it easily.  she did get stuffy the dragon, who talks and is much bigger and was a dollar cheaper on amazon.",Negative, 0.375,hard disappointing smile cuddle sleep easily stuffy cheaper,Negative
"it's my fault that i didn't read through the dimensions completely but i assumed that she would be much bigger for spending the amount that i did! the quality of the product looked ok, but the size was just too small!",Negative, 0.3333333333333333,fault quality ok,Negative
"this castle is the worst playmobil product we own... and we have a lot!  this thing collapses when gently bumped and i have yet to figure out how to assemble it completely.  my husband has assembled it and my children's uncle who purchased it for them for christmas assembled it christmas day.  so, it has been assembled twice in a years time. let's be honest who wants to assemble a complicated toy every time it is bumped.  i don't enjoy assembling toys at all but this thing is ridiculous.  there are several walls, floors and trap doors.  ugh!  just thinking about assembling it makes me want to donate it!",Negative, 0.6363636363636365,worst bumped time honest complicated time bumped enjoy ridiculous trap ugh,Negative
"while it is a cute toy and the price is right (around $9), i do not recommend it.i bought it and was very disappointed. here's why.first, each time you want to fill it with helium, it costs you $10--and helium filling lasts less than a month.second, the mechanism to make it dive or soar is pretty flawed--a little device that looks like a measuring spoon floats back and forth to direct whether the nose is up or down. well, i followed the instructions, but could not make the bird fly. each time it crashed.the good news is, for the price you are paying, you are getting a helium balloon that looks cute. but as to making it fly--you need a lot of luck.",Negative, 0.08333333333333333,cute right recommend disappointed time pretty like well time good cute luck,Positive
"i was totally excited about this, but i got really disappointed when it stopped working. i would have returned it and got a new one to see if i had better luck since it really was a blast for those 20-30 minutes that it actually worked, but my 4-year-old decided it was time for the &#34;birdy to fly&#34; outside after a couple of days of me reading the instructions for the 6th time to try to fix it... again... i may try buying one again later, so don't be disappointed by this review, it really was a blast while it lasted. i keep on picturing some excited child seeing it land on their back yard after the helium wore off... i guess i can at least hope it made some other family a little happy.",Negative, 0.15384615384615385,excited disappointed new better luck worked time time disappointed excited hope family happy,Positive
it is very flimsy as it has to be light weight. you need to keep it full or the rear will cave in keeping it from working. the pod on the bottom has a motor in it to power it along a string on the bottom which makes it go up and down by changing the balance. the motor worked but didn't have enough traction to pull it along the string.,Negative, 0.25,flimsy light cave power balance worked enough traction,Negative
"nice balloon. thank goodness for my husband, if i had to put this thing together it would have just been a giant helium balloon on a string come christmas morning. it came with directions which were challenging, so we watched someone on youtube put it together. you are not supposed to fill it up all the way so, we had to add coins to the bottom to weigh it down a bit. the switch on the balloon was left on all day (even though it was not in use) and it was dead the next morning. 2 weeks later we have not replaced them because my kid is just not interested. it is currently resting on the ceiling of the playroom&#8230;",Negative, 0.2857142857142857,nice thank goodness challenging add dead interested,Negative
"i bought this and the first couple pages were great- we loved the colors and how easy it was to use.  but after those first few pages, it stopped working.  most of the book is just blank coloring pages- the ones we didn't soak to try to get it to work.  sad it didn't work- we loved it at first!",Negative, 0.14285714285714285,great loved easy work sad work loved,Positive
maybe i  received a bunk one but the pen was more like a paintbrush then an aqua doodle pen it will not  teach my son how to write better at all,Negative, 0.25,bunk like teach better,Negative
i expected this to be a pod-like angry bird that would go with thematch box angry birds track set that i bought my grandson as a gift.  no way!!!  i was charged $20 for something about the size of a charm that is on my charm bracelet!  this expemsive rip off is going back before theie puppy or the 4 year old swallows it!!!!  complete rip off and totally misconstrued what you were selling - due to lack of ifo and no one to help!,Negative, 0.5555555555555556,angry angry gift charm charm rip rip lack help,Negative
"i'm a huge calico critter fan.  the best thing about them is that they are so detailed with all of their little pieces and this really opens the child's imagination up.  so the kids were super excited to hear this ice cream truck was on it's way.what a disappointment when it arrived.  the pieces that are there are very neat; the ice cream dispenser is super nice and creative and the kids love playing with it. but the variety of pieces are so slim!  you basically just get a few dishes and cones and a few types of ice cream with spoons.  to pay this price for basically a typical plastic bus and a neat ice cream dispenser? not at all reasonable, nor typical of calico critters.  i hope this is not a new calico critters trend... to basically slim down on what you get to save the company money.  they should have included boxes of ice cream bars; various ice cream bars and all the typical stuff that is in an ice cream truck; not just a soft serve dispenser and ice cream.now my younger kids love it; but the older daughter was also disappointed because she has lots of calico critters and was expecting more.don't recommend unless you really, really want a calico critters ice cream set and don't mind paying a lot for just a little return.",Negative, 0.09090909090909091,huge best imagination super excited disappointment neat super nice creative love variety neat reasonable hope new save soft serve love disappointed recommend,Positive
"i was reading some reviews of this doll praizing the soft hair. since wedid not own any american girls before it is hard to compare with anything, my child was too young for those dolls and it is only now we got it. comparing to any disney princess large dolls this doll's hair is a nightmare. we got it today mid-day and my daughter was carrying around while we were shopping for other things at other stores, she did not messed up her hair, just was carrying her with her kind of hugging her. now after coming home we tried to fix her all messed up hair and it is a pure nighmare. the hair is all tangled and it is so soft and cheap that it is impossible to fix in any way. i have to take it back to the store now and have them comb it and pay another 15 bucks to do so. we have never  own a doll that a 6 or so year old could not brush herself to perfecttion. even the princess and me or disney toddler dolls had zero problems with keeping their hair beautiful comparing to this nightmare. i saw some girls at the store with their dolls hair kept perfect and they had staright hair usually short. it is puzzling what does it take to have the doll with nice looking hair with this brand but certainly just carrying around for few hours will close to ruin it for your kid indefinetely.i would be happy to just return it and forget it but unfortunately my little one has her hart set on this character and the whole story that comes with it, so if you are stucked on this one just like i seem to be, just make sure not to touch her hair, do not remove the protective old-ladies netting that comes on her hair or else prepare yourself for huge dissapointment and disaster.it is a shame because this is a beautiful doll and unfortunately it does not come with a protective glass cabinet as in the store where it is set to magnetize little girls and dissapoint them subsequently.it think that the company should do better job designing the hair and or place some huge hariband on her had with warnning that touching the hair or even having it bounce as you walk will cause irreversible tangling to it andleave your child deeply dissapointed.if i might suggest to the seller of this doll - be ready for lots of returns.if i might advise to the buyers, get it from some place that takes returns because you might quickly need one.having said that, doll looks nice for the first five minuts or if you are collector and won't touch it, perfect for display, i saw at least 10 different outfits on her in different parts of the store, all look really nice. so again - perfect for collector and do not touch me doll loversbut if you want something to play with you might want to reconsider.it almost ruined our christmas as it is only by circumstances that we decided to buy this doll earlier and not as christmas gift and ruin her high hopes for the sought after brand.",Negative, 0.3695652173913043,soft hard young disney nightmare messed kind messed pure tangled soft cheap impossible disney problems beautiful nightmare perfect puzzling nice ruin happy unfortunately whole like touch protective huge shame beautiful unfortunately protective better huge irreversible ready nice touch perfect nice perfect touch play ruined gift ruin,Negative
"no question about, this is authentic american girl product and if you are desperate to get it do get it. however this item simply sucks.we bought it and within few hour the hair looks like a mop! it tangles easily and the hair is simply cheap and too think to withstand any handling.it is good for display if your kid won't touch then fine but one minute oftouching hair will result in awful mess.the best part is: if you bought a brush from ag don't bother to use because amiercan girl company 'does not recommend' brushing this dolls' hair!!!! yep.so where is the fun? right. no that they recommend it but..so they let you use a comb right? did you ever use a comb o tangled hair?good luck. go see their website and hair care recommendation and you will have a jaw drop... what kind of doll for kid is not supposed to be brushed?i have huge collection of disney princess dolls 18 inches and their hair is perfectly perfect for brushing that long and longer and my kiddo had tons of fun. those dolls were like quarter of this price...somebody is trying to really cut corners.best part? don't try to find a bad aka - honest review on this doll on american girl site because there is none. not even my few attempts to fairly review this doll for what it is, they simply won't post my negative reviewbecause clearly that would affect sales? wow. so much about integrity of their reviews.",Negative, 0.2285714285714286,authentic desperate like tangles easily cheap good touch fine awful best bother recommend fun right recommend right tangled luck care recommendation kind huge disney perfectly perfect fun like bad honest fairly negative clearly wow integrity,Negative
"look at these at a store before buying.  loud, annoying toy.  the kid plays with it off and on but i would have gotten a different helicopter had i walked in the store.",Negative, 1.0,loud annoying,Negative
"the 2 negatives of this rescue ladder unit truck are 1)the doors do not open and 2) the ladder falls off constantly.  i don't understand why playmobil would make a truck for action figures without doors that open.  how is a 3 year old supposed to get the firemen in and out of the truck?  we have had this truck for about 2 days and i've put the ladder back on about 200 times.  it has a major design flaw that causes the ladder to fall off when the truck is pushed or picked up.  while my son doesn't mind, i am annoyed at having to put it back on for him over and over.  considering the price and the usual good quality of playmobil items, this one does not measure up.  it is a dissapointment that i wish we had left at the store.  if you are debating between this truck and another firetruck, i hope this helps you make your decision.  the only positive of this truck is that the siren is not terribly loud compared to other trucks we own (tonka and mighty world).",Negative, 0.411764705882353,negatives open falls understand action open major flaw fall annoyed good quality hope positive terribly loud mighty,Negative
"toystate's road rippers r/c rush and rescue:  fire ladder truck is sort of a so-so toy.  it has its pluses, it is durable, and it is loud, which are two good qualities, but it has short, repeating sound that is sure to agitate even the most patient parent after 20 minutes.  additionally, some of the stickers that control the functions (sounds, buzzers and bells, and wheels) started coming off after a few uses.  it will only turn one way, to the right, and only turn that way if you are using the remote control to make it go backwards.  it will easily run over a slick wooden floor or carpet, but after 15-18 feet, the vehicle is out of range of the remote, and this was with new alkaline batteries.this is a toy that would get boring for a child over three, and even those under three might not enjoy it for very long.personally, i would only give it to a child whose parents i wanted to annoy.",Negative, 0.23076923076923078,pluses durable loud good patient right easily slick new boring enjoy give annoy,Negative
"this toy is a complete failure. for this price one could have an actual r/c fire truck, not just a &#34;walkie talkie style&#34; controller that moves the fire truck forward or backwards. i should clarify, the fire truck doesn't move in straight line or anything proximal to a straight line. going forward it veers to the right and going backwards it veers to the left but at a different turning radius. so as soon as the vehicle gets to any obstruction you have to walk over and put it in the center of the room. there's a switch on the bottom to change the volume from loud to very loud but it doesn't work. your only choices are very loud and off. the music is obnoxious and, amazingly there are no fire truck sounds.",Negative, 0.6,failure right obstruction change loud loud work loud obnoxious amazingly,Negative
"the idea and concept of this toy is much greater than the actual product. there are way too many small parts for young children, and too many parts that are difficult to put together. in other words, it is a building block toy with blocks that do not ""build"" very well. my granddaughter (who is 8) just got frustrated and gave up after awhile, i can imagine the disaster it would be for younger children to try to use on their own. ""mega"" blocks should read ""tiny"" blocks, and the company should go back to the drawing board with this toy.",Negative, 0.375,idea many young many difficult well frustrated disaster,Negative
"i was so excited to see more lego-like kits for girls.  my 8-year sat down today to put it together.  it was a disaster! the pieces were hard to snap together and they would not stay together.  the idea is super cute, but the design fell short.  we put 2 lego friend sets together today too and there is a definite difference between them.  lego designs use the blocks to make the layer below it sturdier, this doesn't happen with the barbie set.",Negative, 0.3333333333333333,excited disaster hard idea super cute fell friend sturdier,Negative
"ok, i work with four year olds all day long, and i don't know many four year olds who could use this set. the parts are tiny! there are many pieces in this set that are smaller that the size of my pinky fingernail. it's ridiculously small for a four year old to use. maybe 8-10 year olds would be better suited to this toy. as soon as you open the packaging, you are losing this crazy small pieces. think polly pocket size dolls, cut in pieces, that's the size. i guess the toy would be good for older girls, but most older girls aren't into barbies in my experience. the colors are bright and very enticing to girls with the pink and white accents, but that's about all this set has going for it. i hate to give a bad review, but seriously, these are way to tiny for any child to play with. what a letdown.",Negative, 0.29411764705882354,ok work many many ridiculously better open losing crazy good experience bright enticing hate give bad play,Negative
"i had been interested in trying a mega bloks set since they are usually cheaper and we're a lego loving family.  well, we won't be buying mega bloks sets again.  this set is a disaster.  the pieces are so tiny that they are nearly impossible to put together.  they don't lock together well like legos do and when/if you do finally get the set together, you can't play with it because everything falls apart every time you touch it.  even the little barbie doll is very small.  i was hoping for something that was half lego type building fun and half playset fun.  i certainly didn't get that here.",Negative, 0.2,interested cheaper loving family well disaster impossible well like play falls time touch fun fun,Positive
"i had high hopes for this. mega bloks and barbie seem like a great combination, but this is a disaster!when you open the box, be prepared for a lot of small pieces! i had a piece fly across the room and thought i had good eye sight and had a hard time finding it because it was so small. i figured since it was raining outside i would build this with my daughter. i grew up in germany as a child and just about every week we built these very small legos toys when we went out shopping. i figured it might create a memory like that. oh no, not close. the pieces are way too small. i have tiny hands and fingers and can pick up small things and maneuver my hands in places where things get stuck but i had a hard time holding the pieces and putting them together. i was trying to build it for my daughter but she lost interest after seeing my frustration.i sadly cannot recommend this toy. if you ever had a kinder egg and know how small the pieces are inside the egg, this is similar. kinder eggs were banned due to that as well. also the box is a decent size but the contents only take up about 20% of it. i felt like i was getting a toy at the bottom of a cereal box.i am sorry to be so negative about an item but how small the parts were shocked me. every time i tried to build the barbie, which you can barely call her that because she is so small, her hair would fall off because the part is so small. sorry to say, i cannot recommend this and hope you save yourself the frustration it brought me.",Negative, 0.3928571428571428,like great open good hard time create like stuck hard time lost interest sadly recommend well decent like sorry negative shocked time fall sorry recommend hope save frustration,Negative
"i rarely do a negative review, but i really feel like this product is not up to par. first of all, the ages on this product say 4 years and up. what? have the ever met a four year old? there is no way that the majority of four year olds can have the small motor development to use the tiny pieces that come with this toy set. there are several pieces who are literally small than the fingernail on my pinky finger. not to mention, this microscopic pieces are going to be lost within seconds. i would say this toy is geared more towards older kids, at least 8 years old or older. i don't know how well the barbie theme transfers to older girls, but maybe they are still into them at that age. i expected larger pieces that young kids could actually manipulate and ended up with microscopic toys that will either be eaten or lost within seconds.",Negative, 0.5,negative like lost well still young manipulate lost,Negative
"i bought this from toys r us for my six year old niece who is a barbie/disney princess fanatic. i've always heard of mega bloks, but i have never experienced it before. on the day i bought it for her, my niece spent the night at my place.i saw her struggling in trying to assemble the pieces. she then asked me to help her. seeing how i am a huge lego fan,  i was delighted to help her assemble the playset. my experience with this toy made me appreciate lego even more.  mega bloks doesn't hold a candle to lego.  as an adult,  i had a hard time in fixing the pieces.  they constantly fell apart and i had hard time in attaching them together.  there were several times where i pressed very hard against the floor in order to attach them.  i didn't blame her that she needed help, since i was practically having a hard time myself. don't get me wrong,  the playset is absolutely beautiful and every girl will gush over it.it's so pink and girly. the pool could be filled with water. there's a slide and a spiral staircase which just adds to the fun factor. however,its assembly made me give it a poor star rating. i don't recommend this product,  unless you're willing to super glue some of the pieces together.",Negative, 0.3333333333333333,fanatic struggling help huge delighted help experience appreciate hard time fell hard time hard order blame help hard time wrong absolutely beautiful gush water fun give poor recommend willing super,Negative
"mega bloks barbie build 'n style luxury mansion is nothing like what i expected.  it is very small scale compared to traditional barbies.  i was expecting something that actual barbie dolls could fit into but this ""mansion"" is very tiny and complex. everything must be assembled.  this is basically a lego knock off.  the box says it is for ages 4+ but i can't imagine my four-year-old playing with this.  it contains all small parts that are destined to be lost.  even the two tiny ""barbies"" that are included must be assembled.  i hate it.",Negative, 0.5,style luxury like fit complex knock lost hate,Negative
"plugged this into my computer to charge and the usb started smoking and melting...going to return.  also the battery is confusing, not sure what to take off, i thought the foil was part of the packaging and not part of the battery.  can't call syma cause they are in china i think.",Negative, 1.0,confusing,Negative
"item came very quickly and that was nice.  however, i was left with disappointment.  i buy lots of elves of different kinds cause i love having them sitting around at xmas.  the price was so good on these that i took a chance.  now i know why they are marked down.  they are not full price elves; not even the nice price i paid.  very cheaply made.  their outfits are a satin like material and not the nice felt like most of my elves wear.  i would not consider them a toy since i fear a small child would have them torn apart in no time.  more like a cheaply made holiday decoration.  just didn't turn out to be as cute as they looked online.",Negative, 0.2857142857142857,nice disappointment love good nice cheaply like nice like fear time like cheaply cute,Negative
"these are cute elves for elf on the shelf, but quality of construction has left a lot of be desired.  we have already glues arms back on a few times.",Negative, 0,cute quality,Positive
"they don't make the pirate ships like they used from another brand name.  so here are all of these &#34;knockoffs&#34; trying to look like the original.  limited functionality, there's not much to do with this thing.  not worth the money.",Negative, 0.2,like like original limited worth,Positive
"the pieces are fine as far as construction quality. everything about the set is the exact same quality as the melissa and doug stuff we have (which is to say, far above the quality of the circo pieces i picked up once on clearance). all of the pieces are there as advertised. overall i would love this set for the price... except for the disturbing chemical aroma on every single piece. i got the set a month or so before christmas and opened it to let it air out for a month. when i went to wrap it it still smelled just as bad as the first time i sniffed it. there does not appear to be any varnish or finish or anything on the wood, so i'm completely baffled as to where the smell would be coming from. i wish another brand would sell such a useful expansion set, i would have been happy to pay more to not have the odor. my son really wanted some of the pieces in this set and more supports and risers and this was the best way to get it all in one. very disappointed and scared about what i'm giving my 3 year old to play with.",Negative, 0.3636363636363637,fine quality quality quality love disturbing air still smelled bad time baffled smell useful happy odor supports best disappointed scared giving play,Negative
"my sons absolutely loved this toy.  they spent hours playing with it.  and then suddenly, the water began leaking out the bottom.  eventually, the only thing that worked was the sound.  it was such a disappointment because it was their favorite toy to play with.  i'm thinking that discovery kids isn't the best brand, because everything we've used so far has been a flop.",Negative, 0.2,absolutely loved water leaking worked disappointment favorite play discovery best,Positive
"this toy lasted one day and start liking the water thru the battery lid, so it is not well constructed and dangerous",Negative, 0.2,start liking water well dangerous,Positive
"the roll pin comes off each time i move it around or try to roll back paper or something....poor quality, on my list of returns.",Negative, 0,time quality,Positive
"i have been a fan of melissa and doug toys since my first granddaughter was born 12 years ago and have never been disappointed in a purchase as i have with this one.  their pretend cooking, shopping , etc toys are great.  i can't believe that these boxes are from the same company.i bought them for my youngest grandchild who loves to go to the super market in her kitchen.  after assembling them, they are as large as or larger than actual boxes from the supermarket.  the whole point was to have smaller pretend boxes for a child.  i could have just emptied out cereal or mac and cheese boxes without going through ordering, re packing, shipping, etc to her.what were they thinking!  i would not recommend purchasing this product, you can empty boxes and spend money on something else.",Negative, 0.375,disappointed pretend great loves super whole pretend recommend,Negative
"for the price, fine, but not very durable and wont hold up to little kids.  they look nice when new but go down hill fast.",Negative, 0,fine durable nice new fast,Positive
these boxes are very sturdy and fun to play grocery store with them but don't fit in the kitchen. still fun to play with and still a great product but wish they would have made sure they could be put into the kitchen. needs a revamp for sure,Negative, 0,sturdy fun play fit still fun play still great,Positive
this truck is not worth getting.  look at it at a store before buying online as it is hard to tell if you would like it.,Negative, 0.3333333333333333,worth hard like,Negative
"bought for my 2 year old who loves wheelies - however, this carrier is poorly designed and frustrates him as a result.  the cars are supposed to get to the top tier of the truck with a ramp that hinges out -- however once the cars drive up the ramp onto the truck, the ramp doesn't fold back in without taking the cars off again - stupid. after he drives the cars up , my son tries to put the ramp on top of the cars, since even a 2 year old knows that the ramp should retract before the truck van drive off -- but it's weight knocks the cars on top off. similarly, the cars on top can't drive off because the ramp is folded in under them -- you have to take the cars off fold the ramp down, then put the cars back to have them drive off - dumb. they should have just not had a ramp at all but i suspect then they couldn't charge the price for this they do, since the ramp is its only ""feature"".  so very poorly designed even for a 2 year old and not worth it's price",Negative, 0.411764705882353,loves poorly frustrates top drive stupid top retract drive top top drive drive dumb suspect poorly worth,Negative
"my almost 5 year old daughter had this as her #1 christmas wish list. i'm sorry that i bought it and am returning it. the system itself is smart and works well...the magnet tray and loading the magnet dots back into the ""pens."" the problem is that the pictures don't really come out looking like the images on tv or the box. the 3d effects work...but barely. the dots are extrememly small...the smallest being smaller than the nail on my pinky finger. it was also hard to get just one dot to drop at a time. i'd spend my money elsewhere. if you insist on buying it, kmart and walmart carry it for under $30.",Negative, 0.42857142857142855,sorry smart works problem like hard time,Negative
"i am so disappointed with this purchase.  i ordered this straight from the website after my son begged me for it from qubo advertisements.  i agree that this toy has several flaws and some might be dangerous enough to have it recalled.  the beads are tiny (as mentioned), they are very hard to get into the pens.  they show the kids in the commercial sweeping the pieces into the sort-compartment, like it was nothing!  well, try to do that yourself and see what happens?  a bunch of pieces that fly off the set because the plastic is designed poorly to keep beads from coming out of the sort compartment, at the same time requires to be lifted slightly to get the pieces in.stencils?  this utter crap, they are nothing but gloss paper pages, about the thickness of a good magazine page, my son broke the corner off within hours, they are made out of paper after all.  how can you run the pen through that, exposing beads without ripping the page is beyond me!  this is a temporary set, soon enough all ""stencils"" will be torn to shreds.  be careful people don't be fooled.  and i can't believe amazon price here are you kidding me?  i think i overpaid for this in their own website imagine here. =[",Negative, 0.5000000000000001,disappointed agree flaws dangerous enough hard sweeping like well poorly time crap good broke beyond enough fooled overpaid,Negative
"my daughter had been watching this on tv for months. she was so excited christmas morning to find this waiting under the tree for her. after about ten minuted though, she was done with it. not as &#34;exciting&#34; as they show on tv. the 3d is almost not exsistant. haven't played with since",Negative, 0,excited,Positive
"my 5 year old son wanted this really bad after seeing a commercial for it, i told him he could ask for it for christmas, but my son rarely gets excited about a toy, he never plays with them, so i told him he could take piggy bank money and buy it himself, so i looked online at reviews and saw that they were crap, but he wanted it and doesn't understand reviews, so i decided to take him to toys r us, where it would be easier to return, so far the thing is just dumb, just like everyone else says, the pieces are so tiny, the fall right into my carpet, and you really have to search for them, it takes some patience to load the ""pens"" which luckily my son has, there weren't even enough magnets to finish the pictures, and this was when i did it, but using my hand since the pen is dumb and spits like 5 out at a time, unless you can learn to push it with the tiniest amount of pressure, not easy. my son says he wants to return it for something cooler.",Negative, 0.3125,bad excited crap understand easier dumb like fall right patience enough dumb like time learn easy,Negative
"after playing zombicide andzombicide season 2: prison outbreaka few times, i'm sorry to say i have to give it two stars (which on amazon means ""i don't like it"" very much).there is no doubt that the minis are awesome, and the fact that it is co-op is a major plus. i also liked this zombie mechanic better than the last night on earth zombie mechanic (i.e., zombicide zombies are dumb and move/attack using a predetermined algorithm, where as lnoe zombies seemed pretty resourceful and strategic given all the cards they can play to mess with the survivors).unfortunately, there were many things i also disliked. for example:(1) the targeting priority system does not make any sense to me. it is crazy that you have to attack other survivors first -- especially without a save. and, why would i attack the lowest threat zombie when there is a higher threat zombie standing right next to it? i wouldn't, but the game makes me!(2) it is very easy to run out of zombies, which gives those zombies you run out of an extra activation (an effect that is cumulative, and makes the game harder still). i have yet to play a game where we don't run out of one or more types of zombies on a regular basis.(3) some of the zombies are very hard or nearly impossible to kill. in fact, just about the only way to kill the abominations is with a molotov cocktail (of which there are only 2, and they are very hard to make as you have to find a glass bottle and gas card first, and make sure the same person has both of these cards).(4) survivors die way to easily. lots of people house rule this, but i would very much have preferred the survivors to have a fighting chance to begin with. and, there are not lots of ways heal in this version (so, once you take a wound it's hard to get rid of it... which is pretty bad since you only need two wounds to die).(5) the game is very random and requires very little skill (in fact, most of the decisions are very obvious). the zombies you draw are random, the equipment cards you draw are random (which is problematic since many of them are also useless), and while the zombies always hit, survivors must roll a d6 to see if they hit. and, as mentioned above, you cannot always chose what zombie you attack and are sometimes forced to attack a survivor before a zombie.on the one hand all this means it really has a chaotic zombie apocalypse feel to it (we all know the odds are against you in a zombie apocalypse). and, given that the game is so popular in general, the above issues are obviously not a big problem to many (and i mean no disrespect to those who love the game by saying any of this). on the other hand they made the game a bit boring since it doesn't involve much strategy and there is not much you can do besides search for better items that increases your chance of successful attack vs. a zombie you may not want to attack anyway. in short, the game just sort of happens to you and there isn't much you can do about it except try (and often fail) to hold out as long as possible. which wasn't very appealing to me.",Negative, 0.5972222222222222,prison sorry give like doubt awesome major liked zombie better zombie dumb pretty resourceful play mess many disliked crazy attack save attack threat zombie threat zombie right easy extra still play hard impossible kill kill hard die easily heal wound hard pretty bad wounds skill problematic many useless zombie attack attack survivor chaotic zombie apocalypse zombie apocalypse popular issues problem many disrespect love boring involve better successful attack zombie attack fail appealing,Negative
"this &#34;toy&#34; lasted for a total of about 15 minutes of playtime before the air began to leak out and it collapsed. also, the pricepoint is about 3x that of normal bonk toys.  this is not a good investment and should be avoided.",Negative, 0.3333333333333333,air leak good,Negative
everything works perfect with the product itself. the only thing i didn't like is the material catches a lot of lint and hair which i find irritating.,Negative, 0.25,works perfect like irritating,Negative
"when i received this toy, it was broken. the leg was snapped in half. so not technically the toys fault, but recently reordered and happy to see new toy.",Negative, 0.5,broken fault happy new,Negative
