Text,Label,Predicted Senti 
"اللة المستعان . لا يوجد شئ أتحدث عنة فندق زبالة. لا يوجد شئ اعجبنى سوا قرب المكان من الحرم
",Negative,Negative
"الحي سيء . . الحي سيء جدا ومخيف في الليل ماتقدر تنزل تمشي فيه ... المواقف بعييييدة يمكن كيلو مشي و مستحيل كمان تلقى موقف سيارة حتى لو بعيييييد .. باختصار مستحيل ارجع اسكن فيه مرره ثانية
",Negative,Negative
"رواية عادية جدا جدا جدا، شخصياتها ضعيفة ومنها شخصيات سخيفة. والشخصية المصطنعة جدا جدا جدا شخصية نور، فعلا بتحمل نوع من البواخة اللا نهائي. مفيهاش اي شئ يبهر. مفيش حد في الرواية فيه حاجة بهرتني. انا بقرأ الرواية وفي حاجز زجاجي بيني وبينها لا بنفعل ولا بتأثر ولا أي حاجة. في المجمل الرواية في حاجة غلط لانها معرفتش تحرك فيا اي حاجة. وانا اصلا شخص عندني حساسية زيادة عن اللزوم
",Negative,Negative
"أشعر بالخيبة نوعا ما ، كأنك تتصفح إحدى حسابات الخواطر الأدبية في تويتر .
",Negative,Negative
"اقامتي كانت جيده . الأمان كان جيد. النقل بالبصات من الفندق الي الحرم كانت سيئه
",Negative,Positive
". هويتي، انتماءاتي:. إن هويتي هي التي تعني أنني لا أشبه أي شخص آخر . هويتك ليست هي فقط جنسيتك أو عرقك أو دينك بل هي كل ذلك معا هي كل هوياتك الكبيرة والصغيرة، بمجرد ما يتم تهديد إحدى هوياتك هذه فإنها تصعد للسطح وتطغى على هوياتك الأخرى وهو ما يؤدي للعنف.. عندما تأتي الحداثة من عند الآخر. غالبا ما نهول تأثير الأديان على شعوبها، ونهمل على العكس تأثير الشعوب على الأديان . الشعوب تصنع الأديان التي تصنع المجتمع. زمن القبائل الكونية :. يجب أن تبذل هذه المجتمعات جهدا للتأكيد، عبر رموز بارزة للعيان، أنها تضطلع بتنوعها كي يستطيع كل إنسان التماهي مع ما يرى حوله، وأن يتعرف كل إنسان إلى ذاته في صورة البلد الذي يعيش فيه، ويشعر بالتشجيع على االاندماج فيه بدلا من البقاء، كما يحصل في أغلب الأحيان، مشاهدا قلقا وعدائيا في بعض الأحيان . ترويض الفهد:. يجب أن يستطيع كل إنسان امتلاك الحداثة بدلا من أن يتكون لديه الانطباع بأنه يقترضها من الآخرين . الفصل يتحدث عن أهمية عن يحافظ ويعنى الاتحاد الأوروبي بمكوناته وتعدده الثقافي وأن يحافظ العالم على جميع الثقافات واللغات وكرامتها بأي طريقة كانت.. .
",Negative,Positive
"إقامة موفقة ولكن نتمنى العناية بنظافة المكان وصيانة الحمام . الغرفة كبيرة ونظيفة ولكن مغطس الحمام متهالك. الفطور سيء جدا
",Negative,Negative
"أكثر ما اعجبني في الروايه لغه أيمن العتوم الساحره وبلاغته العذبه وقدرته على الوصف . . ولكن الروايه لا يمكن أن تقارن ببقيه أعماله وخاصه يسمعون حسيسها
",Negative,Positive
"سيء و رديء للغاية لقد قضيت ليال، لقد قرأت المراجعات قبل المجيء، لكن ذلك مروع جدا لم استطع التخيل. المكان لم يكن جيد جدا مقارنة بالفنادق في شارع بايزيد. الإفطار كان بسيطا و تقليديا جدا، الغرفة كانت بدون مرافق جيدة مثل فندق نجوم لا زلت متعجب لما يطلقون عليه فندق شبكة الإنترنت تنقطع كل دقائق و سرعتها ضعيفة، لا يوجد نظافة يومية ولا خدمة غرف، و الاستقبال به رجل واحد يتحدث بطريقة سيئة و وقحة عندما سألته لماذا لا يوجد هاتف مباشر في الغرف. منذ ستة أشهر كنت في فندق أنتيك الذي كان و ممتاز حقا لكن هذا الفندق لا يصل حتى إلى نجوم ....
",Negative,Negative
"فلسفته غامضة و متناقضة كما رأيتها ، بعض الشذرات كما يطلق عليها اعجبتني لكن بشكل عام كان كتاب ترغب في التخلص منه سريعا ... شعرت بالأسف حياله .. اشعر بأنه لم يكن سعيدا و اتسمت حياته بالبؤس و التعاسة في مجملها .. و كأنه يحمل سر هذا الكون وحده. ومتأكد من ذلك .. لكنه لم يعش هذا الكون ابدا
",Negative,Negative
"بصراحة أنا ما كنت متوقعة شي راح يعجبني بعد قراءتي للكتاب الأول ذاكرة الجسد .. بس هالكتاب كان أفضل بدرجة بسيطة جدا عن اللي قبله و بصراحة أنا سأقرأ الكتاب الأخير من الثلاثية لأنهيها فقط ..
",Negative,Negative
"الشرح التفصيلي للتقييم ب الايجابيات والسلبيات . موقع الفندق كان جيدالحمام فيه شطاف بعكس الفنادق الاخرىسرعه في وجبه الافطار جيده وانصح النزلاء بالحجز الشامل مع الافطار. الانترنت مكلف في الغرف مع العلم انه ايضا ضعيفوجود الانترنت مجاني باللوبي يجعل اللوبي مزدحما على الدوامالتكييف دون المستوى ودوما ما استيقظ من حراره الغرفه. اعتقد هذي النقطه ذكروها النزلاء سابقا تنظيف الاكواب في الغرف يكون فقط بمسحها بمنشفه من مناشف الغرف اللتي من الممكن انك قد استخدمتها
",Negative,Negative
"نعم أنا أفضل قراءة السير على الرواية ، لكني لم أستطيع إكمال هذه الرواية لسبب ما ، حقيقة هناك أحداث وحكايا كثيرة خاضتها الكاتبة لكنها لم تشدني أو انها دسمة بعض الشيء ،بالرغم من أن الفصول الاولى الفصول المتعلقة بطفولتها،شبابها كانت مقبولة جدا وممتعة أيضا،فجأة أصبح أسلوب سردها فاترا وأشبه بحصة دراسية دسمة/مملة عن التاريخ الحديث لإيران ... لكن أتوقع أن كتابها ذائع الصيت أن تقرأ لوليتا في طهران مختلف عن هذا الكتاب.. لو إني أعدت قراءة كتاب تاربخ القراءة ل إلبرتو مانغويل ،لكنت أشعر بحال افضل.
",Negative,Negative
". من أسوأ الروايات التي مرت علي. مهما كانت المساوئ التي يصفها الكاتب ...فلا حاجة ابدااااا للدخول في تفاصيل لن يخل عدم وجودها بالنص شيئا ولن يضيف وجودها للقارئ اي شئ طريق الحياةاختيار...و لا كل ما في الحياة يجب تجربته لنعلم انه مؤلم او مفسد و ان كانت تلك هي الحرية فهل وجد ابطالها الراحة في حياتهم او مماتهم يبدو ان الكاتب اهتم بوصف شدة فراغ و تذبذب ابطال الرواية لدرجة جعلت الرواية نفسها تشبههم . ولكن بالفعل هناك ما جذبني بشدة في الرواية. . اجمل الاشياء لن تكمل حتي النهاية ....يجب عليها ان تموت. و هناك اجمل ما قرأت علي الاطلاق : الاهداء الثاني للكاتب في اولي صفحات الكتاب. الي البرق الدافئ ....الذي صادفته و اسرته بقلبي....و لن افلته ابدا ....رحمة بي ..... اهدأ و استكن
",Negative,Positive
"الموقع سئ لوقوعه فوق الجبل و التعامل سئ . اكثر ما اعجبني بوفيه الافطار من حيث جودة الاصناف. موقعه فوق الجبل متعب جدا .تعامل طاقم العمل ينقصه الذوق و الاحترافيه.مستوي الغرف ضعيف و الاثاث بالي
",Negative,Negative
"كمجمل كان الكتاب جيدا، و من الواضح أن الكاتبة مثقفة. كانت هناك بعض المقاطع الرائعة اللتي أحببتها جدا.. لكن هذا الكتاب يفتقد شيئا ما. ربما تصوير حبيبة البطل في هذه الرواية كان من أكثر الأشياء اللتي أزعجتني.. الكاتبة كنت تأمل بخلق حالة من الغموض و الترقب و أن تلف المحبوبة بضباب كثيف يجعل كل من قرأت الكتاب تظن أنها هي المقصودة، و كل من قرأ الكتاب يظن بأن حبيبته هي المقصودة. فبهذا نتواصل مع الشخصية من خلال ذواتنا. و لكن الخطأ الذي ارتكبته هو مدى ضبابية هذه الشخصية، فبعكس كل الشخصيات اللتي كانت حقيقية شخصيتها كانت كشخصية الأشباح ، ضبابية و غير حقيقة فلم يكن بامكاني كامرأة التواصل معه. أو حتى أن أحاول تشبيهها بنفسي. لم تكن شخصية تلامس الواقع أبدا لذا كانت المقاطع الأقل اجتذابا بالنسبة لي هي المقاطع التي تذكرها .
",Negative,Negative
"الساعه مش ضد الميه خالص ودا كدب
",Negative,Negative
"للأسف قصة مكررة مشفتش فيها فكرة ....لكن فعلا ده الواقع و اللى بيحصل فى مجتمعنا
",Negative,Negative
"الاحداث غير متناصقه بالمرة اقصد التواريخ يعنى هى رجعت مصر من بيروت ورفعت قضية على نصر وكان رقم القضية لعام ازاى يعنى مش فاهم ؟؟؟؟. بعيدا عن ان الكتاب سرد احداث كثير منها حقيقى و اخر منافى للعقل و الواقع فالكتاب صور فترة من فترات حكم مصر ولكن تبقى الحقيقة مفقودة داخل حلقة مفرغة ؟؟؟؟؟. حاجة تانية اعتماد خورشيد ذكرت ان كل الرجالة كانوا هيموتوا عليها و صلاح بالذات كان ميت فى دابديبها ممكن اعرف على ايه حاجة . حاجة تناية احب اضيفها اذا كان صلاح نصر مات فمعظم العاملين بالاجهزة السيادية على مر العصور صلاح نصر وبداخل كل منا صلاح نصر صغير اذا توج بالمنصب الا من رحم ربى ودول مش كتير
",Negative,Negative
"النجمة من اجل اسم الكاتب ... اما المحتوى فهو لم يأتى بجديد ..
",Negative,Negative
"غير صادقين . لاشيء. عدم الإلتزام بالحجز. وضعوني في غرفة غير مطلة على الكعبة كما حجزت. وضعوني في غرفة مطلة جزئيا على ساحة الحرم
",Negative,Positive
"فندق ذو خدمة فظيعة وسيئة الخدمة كانت سيئة جدا. فقدت خاتمي الذهب الذي وضعته في الحمام عندما عدت من الخارج. الطاقم لا يرد على الهاتف. خدمة سيئة جدا. لا اعتزار من الطاقم. هذا الفندق سئ للاقامة به. التدبير المنزلي دخل غرفتي وسرق. لا يوجد مسئولية
",Negative,Negative
"كتاب يحكي قصة الشاب محمد. الذي اختاروه بعض الصحويين. وجندوه ل يخدم أهدافهم التي لاتمت للإسلام بصله ... استغرقت في قراءته ثلاث ساعات
",Negative,Negative
"مخيب للأمل. الموقع جيد وقريب من الحرم الشريف. عملت حجز أونلاين عن طريق موقع بوكينغ الإلكتروني ولم يصل إلى الفندق مما أخر دخولنا إلى الغرف ونحن بغاية التعب من عنا السفرمواقف السيارة حالة مزرية وحراس الأمن عن مواقف السيارات غير كفوؤين بالتعامل مع الزبائن قمت بحجز غرفتين وعلى اساس ان المواقف مؤمنة وللأسف لم أستطع ايقاف حتى سيارة واحدة وهو يدعي بأن المواقف مليئة .. ألم يكن بالحسبان انو المواقف المطلوب انو توازي عدد الغرف ؟ وفي حال ان ذلك لم يكن بالحسبان فلماذا تضعون بالحجز بأن موقف السيارة مؤمن ؟ام أن عدد المواقف كافي ولكن هنالك من يأجر المواقف لأناس آخرين ؟وحيث أن التوقف قرب الفندق غير مسموح ومن المحتمل أن يسحب المرور السيارة للأسف أضطررت إلى إيقاف السيارة على مسافة بعيدة جدا والعودة سيرا على الأقدام
",Negative,Negative
"طه حسين يقول:. لا أخشى على الفصحى إلا من عامية بيرم . طه حسين جاب من الاخر بس كلامه جميل وسلس وممتع ومضحك في نفس الوقت وبيعبر عن حال شعب وفترة زمنية كاملة لا محتاج وصف ولا كلام كتير الكتاب دا خلاني اعيش الفترة الزمنية بحالها وطبعا. استنتجت ان التاريخ بيعيد نفسه وما نحن الا ادوار مكررة في فيلم مكرر
",Negative,Negative
"ضعيف جدا. لم اعجب بشي في هذا الفندق غير ذل في سكنهم ولا اشجع احد بزيارته. معاملة االاستقبل سيئه كثير كثير المبلغ المسجل في الموقع يختلف عن المبلغ الموخذ عني كان المبلغ المسجل واخذوف تقريبا درهم الاكل غير جيد غير مريح الفندق
",Negative,Negative
"لو انت جديد على نوعية الكتب دية هيعجبك بالرغم ان اغلب القصص دية محروقة على الفيسبوك. المهم هو كتاب فالمجمل مش وحش و اكيد هتطلع منه بحاجة.
",Negative,Negative
"مش عجباني وحسيت اني تايهه من كتر التشبيهات اللي ورا بعضها بحاجات ملهاش علاقه ببعض وكمان الغموض اللي فيها ما اثارش اي تشويق عندي خاصه اني متعوده في رواياتك علي اسلوب معين. علي اي حال مش هديها اكتر من نجمتين :
",Negative,Negative
"اطلعت عليها ... وكأني أقرأ محادثة شاتية أو ماسنجرية بين فتاتين .. فكثيرا ما وردت عبارة. ههههه .. تطول أو تقصر الهاءات أحيانا ... بكل بسطاطة :. عمل سخيف .. ولايرتقي لمستوى الرواية ... وأكاد أجزم أنها لم تنتشر إلا بسبب منعها ... أرق تحية
",Negative,Negative
"أول ما أقرؤه لغادة السمان .. الكتاب عبارة عن مجموعة من الخواطر الشخصية التي كتبتها غادة على مدار ثلاث سنين .. الخواطر صادقة جدا برأيي ورقيقة شفافة .. على الرغم أنه لا يستهويني هذا النوع من الأدب إلا أن الصور الغنية التي تزخر بها هذه الخواطر أخذتني إلى عالم آخر .. إلى غابات بولونيا وشارع الشانزيليزيه والأوراق الخريفية المتساقطة .. لقد وصلتني كل حالات العشق التي عاشتها السمان والتي عبرت عنها من خلال هذه الخواطر ..
",Negative,Negative
"كم صفحة هذه الرواية؟ قراتها حتى صفحات ال ولم اجد لها تكملة فهل النهاية هي بذاك الزواج ورسالة يوسف ام يوجد لها تكملة؟ لغاية الان فريدة كانت اقل من عادية..لو تطرقت لامور غير الزواج واحلام اليقظة تلك لربما كانت غير عادية.. ادراكها لحقوقها وتمردها على التقاليد كانا اجمل ما في الرواية.
",Negative,Negative
"مكملتهاش ، و مش هكملها لانها مجموعه زى الزفت
",Negative,Negative
"الأسلوب جميل لكنه يتجاوز الحدود كثييرا ... لا أظن أني قد أقدم على القراءة له مرة أخرى
",Negative,Negative
"وحش يا سقا الفيلم وحش جدا يا سقا السقا لايليق علية دور بل يليق على الفنان هانى رمزى درة فمجرد محولة اما ادورارد فكان حلو اما الفنان صلاح عبداللة ملهوش لازمة فى الفيلم والفيلم وحش لانة بية مشاهد ساخنة ولا يوصل قصة لاى انسان فاعطى احمدالسقا من لكن فى فيلم المصلحة دورة اعجبنى اكثر من فيلم بابا الفنانة درة من وادوارد . من خالدسرحان من وصلاح عبد من فالسقا هذا ثانى فيلم لم يعجبنى لة مثل فيلم الديلر وبابا ولكن ارجوا ارجوا ارحوا من الفنان احمد السقا ل مرات ان يعمل عمل يكون فيةقصة وارجوا لايعمل مشهد ساخن الفيلم اعطية من فالاحد يزعل من من هذا الراى و ال فيلم لن يستاهل الايرادات الذى حققها وال فيلم قد حقق مليون و الف وفى راى الفيلم اسواء افلام عيد الفطر ولكن تيتة رهيبة افضل منة بكثير ويستاهل الايرادات التى حققها وقد حقق الفيلم مليون جنية
",Negative,Negative
"الرواية جريئة بالنسبة لإنها أتنشرت فى خصوصا الأجزاء اللى أتكلم فيها عن السياسة لكن كعمل أدبى عادى جدا....
",Negative,Negative
"ضعيف جدا. . النظافة لك عليها الاثاث قديم البار وروائح التدخين عند المصعد
",Negative,Negative
"لايستحق نجوم . موقع الفندق جيد لقربه من الاسواق. رائحة الغرفة مكتومة كذلك رائحة رطوبة الشبابيك مقفلة الفندق يحتاج تطوير موظفين الاستقبال غير مبتسمين وغير مرحبين بالضيوف
",Negative,Negative
"مملة
",Negative,Negative
"بيضان التنين :
",Negative,Negative
"ضعيف. ولا شي. الطااقم والرسبشن فيهم برود تنظيفهم مو شي للغرفغالي ..
",Negative,Negative
"أعجبتني جرأته وأسلوبه الساخر في الانتقاد. أسوأ ما كان في الكتاب هو ذم أشخاص بأسمائهم، والتقليل من حق النساء.
",Negative,Negative
"أسطول سيارات بين الفندق والحرم كذبة ابريل . . يوجد ميني باص واحد يتحكم فيه السائق ويضيف الي مشقة بعد المكان عدم انتظام الرحلات الي الحرم حتي في أوقات الصلاة نفسها
",Negative,Positive
"تويتر على ورق .. . الكتاب أفكاره بسيطة تتخلص في حكم نقرؤها يوميا في الكتب و المجلات .. و لكن بتغير الألفاظ و تغير أماكنها ... الأسلوب هو أسلوب افعل و لا تفعل ... تأنيب من هنا و هناك .. مشاكل للمراهقين يقول عودة بحلها و لكن المراهقين لا يقرؤون .. فلم يكتب ؟؟
",Negative,Negative
"ضعيف. موقع المكان بين مراكز تسوق ومطاعم وصيدلية فقط. استقبال سيء تعامل الموظفين جاف طلبت موظف لصيانة دورة المياه حضر اليوم التالي الواي فاي متقطع وشبه موجود المكان ضيق جدا اصوات القاطنين بالغرف تسمع وبوضوح يصنف بأربع نجوم ولايوجد خدمة صف السيارة . شارع الفندق اتجاه واحد يستاهل نجوم
",Negative,Negative
"كان ينقصه بعض الترتيب والايضاح .. وكأن الكاتب يعتمد اننا ندرك ما في عقله
",Negative,Negative
"سيء . المكان جديد وأنيق. سوء الخدمات وإهمال الضيف وتجاهل طلباته انتظرنا طويلا لبعض الخدمات مما اضطرنا اللجوء لمدير الفندق وكذلك يوجد انقطاع للماء عن دورات المياهإضافة الى أنه بعيد عن الحرم
",Negative,Negative
"تقريبا لم آستفد منه ..
",Negative,Negative
"لا أدري كيف . و لكن أحمل ما فيها الذكاء الروائي الذي يتمتع به علاء . أما من الفكرة و الحبكة و غيرها ضعيفة نوعا ما
",Negative,Negative
"كتاب سطحى جدا. بيعرض مشاكل فى حياتنا بصورة سطحية بدون حلول بالظبط زى النطام بتاعنا فى مصر عارفين ان فى مشكلة بطالة و بيتكلموا عنها كتير و محدش بيقول حل. مثال اخر من فيلم الناظر مبروك المدام حامل مانا عارف انها حامل بس دى بتولد يا دكتور. الكتاب فيه كام افيه مضحك بس انا بصراحة مدفعتش جنيه فى الكتاب علشان اقرا كام افيه مالنت و الفيس بوك مليان اصاحبى ببلاش. انا بعد الكتاب ده هفكر اكتب كتب انا كمان
",Negative,Negative
"كتاب في منتهى الهيافة
",Negative,Negative
"النصف الأول من الرواية كوم و النصف الاخر كوم تانى. فى النصف الأول تشويق، حبكة درامية،و محاولة لإعمال العقل لإيجاد حل منطقى للغز القصة. أما النصف الثانى، ففى رأيى فانتزيا غير مجدية و بلا مغزى
",Negative,Negative
"نجمتان و كفي .. لا تستحق اكثر من ذلك ... لا أجد معني لكل تلك الاحداث التي مر بها زوربا و لا القارئ ، لا شئ ..
",Negative,Positive
"صراحه كنت فاكر ان أسوأ روايات هى اللى كتبها المنوفى. لكن فاجئتنى انت بالأسوأ. ايه الكلام الفارغ ده . والله فعلا هحرم اقرا حاجه صادره من دار النشر نفسها اساسا لان الروايه لا ترتقى لانها تكون بوست اهبل على الفيس. ناهيك عن انها تبقى روايه . لا والاهم بقى شوية الجماعه تبعك اللى جايبهم يهيصو هنا . ايه يعم الجو الرخيص ده. لو هتستمر بنفس المستوى ياريت تبطل أحسن. وبالنسبه لى الروايه اللى هشوف اسمك عليها مش هكلف نفسى اقرا اسمها اساسا
",Negative,Negative
"مخيب للأمل. حجم الغرفة. النظافة وسوء الخدمات
",Negative,Negative
"اسلوب الكتابة مشوق وبوليسى ومثير ولكن الكاتب يصور أدهم صبري انه سوبرمان فبالتالى اعطانا ايحاء بأنها سلسلة من سلسلات الخيال العلمى
",Negative,Positive
"ضعيف. الموقع والراحة والاستقبال الجميل. عدم وجود خدمات متكاملة للنادي الصحيمن سونا وبخار
",Negative,Positive
"عدم نقل الشنط الغرفه . لم يعجبني شي. لايوجد لديهم مواقف للسيارات الزبائن
",Negative,Negative
"النجمة دي لل ... حسيت بقمة النشوي و الانبساط اول ما عرفت انها عضدت الواد ... حسيت انها جابتلي حقي :
",Negative,Negative
"لن اكرر الاقامة في هذا المنتجع المتواضع الخدمات . الموقع جيد ولكن يفتقد لكثير من الاهتمام. لم يعجبني طريقة الاستقبال والنظافه والاهتمام بالزوار
",Negative,Negative
"مخيبة للآمال.
",Negative,Negative
"قرأت هذا الكتاب في تحدي لكتب عن فئة كتاب في مجال لم تقرأ به من قبل، وكان قصدي مجال العلم. فجاء الكتاب مجموعة من المقالات البسيطة التي تربط العلم بشئون الحياة، مثل السياسية والإقتصاد والثراء وغيرها.. أسلوب المقالات ادبي تماما المعلومات العلمية به محدودة، ولكن لغته قديمة فخمة شتتني في أوقات كثيرة عن المعاني التي قصدها الكاتب والعالم العظيم مشرفة . تمنيت أن أعطي للكتاب أكثر من نجمتين، لكني بالفعل وجدت الأفكار بسيطة تقليدية إلى حد كبير قد تكون غير ذلك في زمنها بالتأكيد بالإضافة لشعوري بالملل في الكثير من الأجزاء ما دفعني لعدم إكمال الخاتمة بنهاية الكتاب.. يبقى الكتاب مثال حي على تفكير العلماء في هذا العصر، وماهو رأي مشرفة في حقبة زمنية هامة بتاريخ العالم وكان هذا أهم ما استفدته منه
",Negative,Negative
"خيبة امل لم اتوقعها ... لم يرقى لكل هذا النجاح
",Negative,Negative
"ضعيف. الموقع فقط. اكياس القهوة المقدمة في الغرف مر على تاريخ انتاجها اكثر من سنة
",Negative,Negative
"عدم توفر متحدثين باللغة العربية . لم يعجبني شي. لا يوجد احد يتحدث باللغة العربيه. عدم توفر غرف باطلاله على مناظر جميله . ارتفع سعر وجبت الافطار.
",Negative,Negative
"لاهل الغربية اللي متعودين على سمك جدة اقول لهم لا يتحمسون كثير انا اكلت فيه وماكان كويس اطلاقا مقارنة بمطاعم جدة زي الشارة الهوري المرجان الخ الشوربة كويسة الجمبري يعني كويس الخبز الشباتي ممتاز صراحة
",Negative,Negative
"أسوأ فندق . فقط موقع الفندق هو الجيد. لا يوجد اهتمام بالنزيل ولا بالنظافة والفرش ليس نظيفا والغرف تنقصها الخدمات اتصلت على الاستقبال بخصوص مشكلة في المكيف وخلال ساعه لم يأتي أحد ولا توجد قنوات تلفزيونية واضحه تقييم هذا الفندق يجب ان لا يتعدى نجمه فقط على الموقع
",Negative,Negative
"ضعيف جدا. . طاقم العمل غير متعاون ويوجد افضل منه وارخص منه وايضا فيه ازعاج غير طبيعي
",Negative,Negative
"ده لو فيلم هندى مش هيبقى كده اوفر قوى روايه ممله جدا واحداث غريبه وتكرار اسم الروايه فى كل فصل احس انه فيلم ابيض واسود
",Negative,Negative
"انتهيت بالأمس من قراءة رواية أنا هي و الأخريات للكاتبة جنى فواز. الرواية ذكرتني بقصص نوال السعداوي مذكرات طبيبة الأنثى هي الأصل التي قرأتها خلسة في طفولتي نعم كان عمري تسع سنوات عندما قرأت هل النوع من الكتب . المهم نعود للرواية القصة تتحدث عن امرأة تعاني من معاملة زوجها السيئة و ضربه لها و كيف أنها هربت من ذلك بدخولها في علاقة محرمة مع رجل متزوج تجد الحب المفقود معه. الكاتبة تستعرض في الرواية قصص مختلفة للنساء: أمها التي تعيش مع زوج بارد جنسيا صديقتها الأرملة التي خانها الحب حين خطف الموت زوجها و أصبحت تطفئ غريزتها بعلاقات مؤقتة مع الرجال و قصة عمتها التي ماتت عذراء لأنها أحبت رجلا رفض أباها تزويجها به. وقصص أخرى كلها تدور حول محور المرأة المظلومة عاطفيا و المسلوبة جسديا و المنحطة أخلاقيا القصة ليست بالسوء الذي توقعته فبعد أن قرأت رواية الإنتباه لألبرتومورافيا لم أجد هذه الرواية أكثر جرأة . السرد في الرواية تقليدي. عنصر المفا اة مفقود في نهاية الرواية . الأحداث واقعية و قد تحدث في أي بلد أو زمن .. قرأناها في صفحات نوال السعداوي و ها نحن نقرأها في صفحات جنى. ركزت الراوية على طرح المشكلات التي تواجه النساء لكنها أخفقت في إيجاد حلول كافية. تمنيت لو نجد نهاية أوضح و حلول أفضل أو امثلة جيدة تحسسنا إنه الدنيا بخير. لن تخسر شيئا إن لم تقرأ الرواية ولذا نجمتين كافي عليها.
",Negative,Negative
"مجرد عرض أدبي للأسطورة المصرية القديمة ، على شكل مسرحية .... ماحسيتش ان فيه جديد ، او اضافة.
",Negative,Negative
"سيء جدا . للاسف الفندق سيء جدااعجبني الموقع. النظافة سيئة الخدمات سيئة الاثاث سيء الاستقبال سيء جدا
",Negative,Negative
"ضعيف. فندق الحمامات تحتاج تغير الفرش قديم. الكهرباء ضعيفة
",Negative,Negative
"غادة و الحب مرة تعلو بالكلمة و مرة تنزلها الحضيض. لا أراها مميزة ككاتبة أو شاعرة و لكنها تنجح أحيانا في اقتناص بعض الأسطر. ديوان صغير يصلح لأن يكون مزارا للعاطفيين أكثر ، و لحسن الحظ لست منهم. ،.
",Negative,Positive
"هذه القصة طويلة وهي تبدأ قبل ميلادي بفترة طويلة ، وتتطلب صبرا لروايتها وصبرا أكبر لسماعها . في صورة عتيقة تواصل إيزابيل الليندي رواية حكايات وقصص مجموعة من النسوة القويات .. بعد إلزا سومرز وروز سومرز وباولينا دل بايي بطلات رواية ابنة الحظ الجزءالأول من هذه الرواية .. في هذا الجزء نواصل مع الحفيدة حفيدة إلزا وباولينا .. هذا الجزء ضعيف وطويل ويقتقد للزخم الذي كان موجودا في الجزء الأول .. كان مزيجا من يوميات طفولية وتاريخ تشيلي وهوأمر قد أجده مثيرا للإهتمام ولسبب ما لم يرقني ولم يثرإهتمامي ، هذا الجزءالتاريخي وأشياء كثيرة أخرى طغت على قصة البطلة ووجودها كان قليلاوغير ملموس بدرجة كبيرة رغم أنه من المفترض أنها تكتب عن حياتها .
",Negative,Negative
"مخيب للأمل. اسلوب تعامل ممتاز. تدني مستوى النظافة والاثاث دورات المياه سيئة جدا وروائح كريهه جدا
",Negative,Negative
"المفروض الواحد لما يكتب يكون عنده موضوع في دماغه عايز يوصله للناس. الكلام ده موجود في بعض مقالات احمد حلمي. والبعض الاخر لا. ممكن تستمر بس يكون في موضوع قوي
",Negative,Negative
"خراء آخر لا محل له من الإعراب. حسنا، نفس المعضلة التي تواجهني دوما مع مثل هذه الكتب. هل آخذها على محمل الجد؟. فأناقش الأفكار ودقة النقل وصحة المعلومات وأسلوب العرض وأسلوب الكاتب؟. أم أضع الأمور في نصابها وأقول أن هذا الكتاب هو مجرد هراء آخر مما يكتب أحمد خالد؟. في حينها يمكن أن يعجبني الكتاب قليلا، فهو مع ذلك خفيف الظل. ولكني على كل حال لن أعتبره كتابا بمعنى الكلمة. هو مجرد خواطر. رأي الكاتب أنه لديه العدة الثقافية الجيدة التي تؤهله للكتابة في موضوع بمثل هذه الأهمية، فاستغل اسمه وشهرته، ومتابعيه الكثر، الذين قد يشترون حتى أوراقا فارغة، لمجرد أن اسمه هو عليها، فاستغل حالة الترف عنده، وقرر أن يكتب هذا الشيء الذي لا أعرف له حتى الآن أي مسمى دقيق.. ليس عندي مانع أبدا من فكرة تبسيط الأمور قليلا، بل بالعكس، هي فكرة جيدة على كل حال. لكن أن تستعين بخيالك الجبار وتضيف أشياء لا علاقة لها بأي شيء في الوجود وتسمي هذا ملخصا لأهم الأفكار الفلسفية، فهذا هو العيب. ها هنا، لا يوجد أي شيء، هراء محض. كفيل بأن يجعل أي قارئ شغوف مهتم بمعرفة الفلسفة يكتفي للأبد ويرعوي عن مجرد التفكير فيها من جديد. هل أتكلم عن السفه؟ أم عن المغالطات في الكتاب؟ أم عن التسفيه الشديد لأفكار عظيمة ما زالت حتى الآن تثير النقاشات في أي ساحة فكرية؟ أم أتكلم عن استغفال الكاتب لقرائه وتشويه كل شيء؟. عامة، الكتاب سخيف، وملئ بالخزعبلات، ولا يستحق أبدا لا عناء القراءة، ولا عناء الكتابة عنه، ولكن لغيظي من تضييع وقتي قررت الانتقام.. هذا الكتاب هو تمسيخ وتشويه إلى حد ما لرواية عالم صوفي، ولكن بالطبع في شكل مختصر موجز ومخل كذلك.. مجددا، محاولة أخرى مع كتب تبسيط الفلسفة بشكل ساخر، تبوء بالفشل.. وأعتقد أن هذا هو السبب الرئيسي، إذا أردت أن تكتب فحاول ولو قليلا أن تلتزم بالمصادر والمراجع. وألا تخرج عن سياق العلم والأدب كذلك، لكن الهزء والسخرية لا تجعلني شغوفا بالطبع للمطالعة.
",Negative,Negative
"موظف الاستقبال في الفتره الصباحيه السعودي عديم الاخلاق وناموس مالي الفندق والحمام بدون شطاف . مافي شي عجبني ولسه ياخدو تامين. موظف الاستقبال
",Negative,Negative
"ما حبيتها أبدا على الرغم من انها تحوي فكرتين حلوين لكن كان الكاتب بيقدر يوفر علينا كم تفصيل ما لهم داعي.
",Negative,Negative
