Senti score,Senti words,Original Tag,Original text 
Positive,title lot disappointment content longing read beginning character defeatism anarchism writer incoherent start story give everything nothing second half novel amazed creativity author ability pave side side give wonderful texture conclusion novel character developed able second time make bold decision life first time environment tribe homeland disavowed past present future sign weakness second time abandoned past recent evidence strength open conclusion feeling dream return start left everything behind,Negative,"The title attracted me a lot, but my disappointment in the content was not my longing to read it .. At its beginning I felt that the character of this defeatism and anarchism reflected on the writer and affected it, because the ideas were incoherent, they start a story and end with another as if they give us pens heads for everything and nothing ... in the second half From the novel I was amazed at the creativity of the author and her ability to pave the words side by side to give us this wonderful texture of meanings .. In the conclusion of the novel the character of this has developed for me and was able for the second time to make a bold decision in his life, the first time when he escaped from the restrictions of his environment and his tribe and his homeland and disavowed from Its past, present and future This was a sign of his weakness, but the second time when he abandoned his past and his recent memories and this was the evidence of his strength because he had thus triumphed over himself ... this open conclusion gave me a feeling that this dream might return to start from where he left everything behind in December ...
"
Positive,think complete least terrible headache deny love artistic ornate unbearable way know read future satisfied page,Negative,"I do not think that I can complete it at least now .. It had a terrible headache; I do not deny that I love the phrases of Yami, but it is pouring artistic pictures and ornate words in the sentences in an unbearable way. I don’t know if I will read it again in the future, but now I am satisfied with a page.
"
Positive,disappointing staff poor cleanliness good furniture asphalt problem population family,Negative,"disappointing. Location only. The staff is very poor and the cleanliness is not good. The furniture is like asphalt and most of the problem is from the same population as the family.
"
Positive,closer article despite simple style intend explanation logical progression outcome recommend book wanted gradual understanding suitable understand relativity,Negative,"It is closer to an article despite its very simple style. However, it does not intend for any explanation or logical progression of things, but rather the outcome. As if it is a Muslim. .................... I recommend the Humpback Universe book to those who wanted a gradual understanding. It is suitable for anyone who wants to understand relativity from its beginnings. It is for non-specialists
"
Negative,recommend old reception staff treated badly slow walk underwear inside suitable,Negative,"Never recommend it. . The hotel is very old and the reception staff treated the hotel very badly and their services are slow Unfortunately foreigners walk in their underwear but inside the hotel it is not suitable for families
"
Positive,read part finish waste time purpose style narration need frankly new remains boring way talk old time thought keep new need unfortunately,Negative,"Unfortunately, I read part of it and I cannot finish it. I will waste my time on it. What is the purpose of it ?? Neither style nor narration, nor any need, frankly, what is new remains in the topic. Very boring, and the way they talk is old. It is very forbidden that one wastes his time and reads it. I thought that it would keep a new need, but unfortunately
"
Negative,first meeting boring uninteresting,Negative,"The first meeting with Kafka. It was boring and uninteresting. Unfortunately.
"
Positive,room everything,Negative,"The room you chose is not the same as what you requested. Reception. everything
"
Positive,boring romantic knight,Negative,"Yousef Al-Sibai, the boring romantic knight.
"
Positive,realistic hurtful story way list professional traditional write page much people story need new information story,Negative,"Introduce a realistic and hurtful story. The way to list it is not professional. Its end is expected and traditional. You could write a page on it too much. In people in the story, there is no need. No new information you&#39;ve added to the story
"
Negative,trip stay staff treated,Negative,"It was a failed trip with my stay at a failed hotel. . The staff treated Sie too
"
Positive,proximity campus internet connection bad,Negative,"Weak. Service and proximity to the campus. The internet connection is bad
"
Positive,novel lot author tried mix past present tried mix revolution invasion think work much opening attractive continue reading clear,Negative,"I did not like the novel a lot. The author tried to mix the past with the present. He tried to mix the Egyptian revolution with the invasion of Kuwait, but I think it did not work much. Its opening was attractive, but as you continue reading, it becomes clear
"
Negative,bad nothing worst world,Negative,"very bad . nothing. The worst hotel in the world
"
Negative,nothing deal,Negative,"Dirty hotel. nothing. Su deal
"
Positive,second star good job nonsense,Negative,"The second star for a good job of nonsense
"
Positive,bad net absence culture first lack respect reception staff first interest money,Negative,"Bad . There is no. Very bad, there is no net, there are no situations, the absence of the inmate&#39;s culture first, the lack of respect died before some reception staff, their first interest is money
"
Positive,style living time space,Negative,"The writer&#39;s style makes living time and space:
"
Positive,mistake nothing mistake life know first person room surprised room less space picture room strangest receptionist room two young arguing ten see room two hours room changed unfortunately room wide bathroom small addition strange room back dawn tried open room card open friend reception employee charged card back tried open room open employee see tried open open mister going broken sleep left,Negative,"Recreational mistake. nothing. When I booked this hotel, or it was a mistake for me in my life, you know why, the first person who entered the room was surprised by a room that is less space than the picture of the room that I booked and the strangest thing is that I contacted the receptionist. A room of two beds because we are young and after arguing for ten minutes, he told me he will see that there was a room and after about two hours passed the room was changed but unfortunately the room is wide but the bathroom is very small in addition to something strange happened with me I went out and walked and when the room came back at dawn I tried To open the room door with the card, then A she does not open and my friend came down to the reception so the same Arab employee charged the card and when he came back we tried to open the room and it did not open again and said the employee will come with you to see then when he came he tried to open the door and he did not open and then he took out the mister so that he opened the door and told us are you going out I said to him why I found out that the door was broken and then we went to sleep, and then we left at noon from the hotel.
"
Positive,wish longer read account time far away time certain age revolutionary path dreamy life remember autobiography time ago studying mother university time taboo writer childhood read remember novel form see ordinary novel regular style regular romantic,Negative,"I wish I could no longer read this account for a time that passed from far away .. It simulates and expresses the time of Colette Khoury, and she walks through you and commits a certain age to a revolutionary path and his dreamy life ... I do not remember whether it was her autobiography or days with days ... A time ago, Colette was studying my mother at the university, and at that time she was a taboo writer when I was a childhood .. I wished that I would not read it again because I remember that it is a novel other than a form, in which I now see an ordinary novel in a regular style, and regular romantic expressions ...
"
Positive,safety delinquency opinion say cause painful struggle page two hours two speak novel first raise campaign start enough mean writer new singer encouraged encourage apply concert narration blinding criticism writer language style novel preliminary draft make movie intend succeed idea novel beautiful admit first get rid first page understand murderer remain faded curiosity understand killed worry know way second page reaction hero every character confusion meaning understand sense personality feel living style narration poor make narration successful hope smooth connection find narration sweet final request enough doctor,Negative,"With safety and delinquency, and my opinion, say it, because you were the cause of a painful struggle between me and his supposed page. They would be saved with me in two hours, and they would be saved in two days. To speak the novel. Boss first, we raise our campaign again and start my words, is not enough for any remaining tattoo? . It does not mean that the writer is a new singer, we are encouraged, we encourage him, we apply it, and we do his concert on the narration with the blinding of our eyes on all the criticism that the writer took in. From the language and style of the novel, which resembles a preliminary draft of a failed scenario to make a movie that does not intend to succeed, the idea of the novel is beautiful, and we cannot admit it. The first thing that you get rid of is the first page, you will understand who the murderer is, and after that, it will remain just a faded curiosity, that you understand what killed him, but don&#39;t worry, you will know the motives and the way in the second page along. Description of events and the reaction of each hero or every character leads to confusion, meaning that you do not understand the imposed sense of personality, what you do now and do not feel that you are living with it. The style of the narration is poor in all respects, which can make the narration successful. I hope that I am shocked by the smooth connection of events, and that I find the narration the same as what is written about it even once: The sweet is not like that. A final request: enough for a doctor: / Thank you
"
Positive,star star effort clearly narration full stuffing dwell boredom wanted reader feel really bored hand style changed lot bored different every time read chapter complete novel,Negative,"One star for Muhammad and the other star for his effort, clearly with a narration full of stuffing .. I wished in clips that he dwell instead of returning the boredom as if he wanted the reader to feel really bored on the other hand Muhammad&#39;s style changed a lot In all respects .. I am not bored, even though she accompanied me in different cities, but every time I read a chapter in which I cannot complete the novel
"
Negative,bad nothing everything,Negative,"very bad . nothing. everything
"
Positive,half half ordinary ordinary story nothing new people leave right return,Negative,"She is supposed to be a half and a half. ..... Very ordinary deals with a very ordinary story ... nothing new. . Some people are cities, and some cities, when we leave it, do not have the right of return
"
Positive,good price adequate place great,Negative,"good . The price is very adequate and the place is great. Cleaners
"
Positive,first reading last course worst read text content style dirty frankly complete many atheism acquisition book burn,Negative,"My first reading to Adonis, and it will be the last, of course .. One of the worst books that I have read is text, content, style, and dirty ideas .. And frankly, I could complete them from the many atheism that I have .. I regretted my acquisition of the book I want to burn it:
"
Negative,capacity size number old regular main narrow,Negative,"Place capacity. The size of the rooms and the number of bathrooms. Furniture is old, regular colors, main toilets are narrow
"
Positive,star time lost vertebra,Negative,"star. For the time lost her vertebra
"
Positive,second reading account narration style remains unchanged book method heavy discreet easily digest impossible finish book contract two style book analysis political religious life contract according unsuccessful establishment successful new information military genius thorny talking unfortunately convincing away logic special husband father master second text book according human distinctive way special part polygamy second half book wonderful better book bad book great book,Negative,"The second reading of Al-Aqqad after Sarah’s account. Akkad as a narration style remains unchanged in this book from Sarah, a method that relies on heavy, discreet sentences and words that you cannot easily digest. For me, it is impossible to finish a book on the contract in two days or days. This is in terms of the style of Akkad, but in terms of what came in the book from the analysis of the attitudes of the Prophet, whether they were political, war, and religious life situations, the contract was according to issues and was unsuccessful in other subjects. Topics related to the establishment of the Prophet and the signs of Mawlid were successful in it and contained new information added to me The issues related to Muhammad&#39;s military genius are always the thorny one. When talking about the Prophet, unfortunately, Akkad was not convincing to me. He relied only on comparisons and moved away from logic. The special chapters on Muhammad, the husband, the father, and the master, the second text of the book according to Akkad, showed the human aspects of the Messenger in a very distinctive way. Perhaps the special part of polygamy was excluded, but otherwise the second half of the book was wonderful and better than its predecessors in stages. The book is not a bad book, not a great book is between this and that
"
Positive,internet range hood toilet bad toilet window blocked billboard looking room,Negative,"Acceptable . . The internet does not have a range hood, the toilet has a bad toilet, the window is blocked by billboard, looking out the room.
"
Negative,exaggerated book view,Negative,"A very exaggerated book in my view
"
Positive,worst give impression indeed story unable convince vitality read novel,Negative,"The worst types of stories are the ones that give the impression that they are indeed a story, made up and unable to convince the vitality of their characters and their positions, and this is what I sensed as I read the novel.
"
Negative,pill tomorrow narrow enter bathroom poor,Negative,"Poor hotel. Breakfast is suggested for there and a pill tomorrow. The rooms are narrow and have no toiletries, such as napkins, shoes to enter the bathroom, and the drinks served are poor
"
Positive,deserve star beach garden early close narrow staff,Negative,"A hotel that does not deserve a star. There is no . Close the beach and the garden early in the evening, close all the lights of the hotel, and parking is very narrow. Disrespect of the hotel staff with the guests.
"
Positive,number book approximately able finish quickly expect story group great meal hate exaggeration symbolism feel need go ask author means receive many watch understand story type call number enjoy raise head love story group,Negative,"However, the number of pages of the book is not more than approximately. However, you will not be able to finish it as quickly as you expect. Every story in the group is a great meal ... even though I hate exaggeration in symbolism ... or the stories that I feel after finishing that I need to go to ask the author himself what he means ??. I remembered Yusuf Shaheen&#39;s films, which receive many awards ... and when I watch, I don&#39;t understand them. . The stories of Naguib Mahfouz in this story are of the type that the stories of philosophers call. A number of which you will enjoy .. and raise questions in your head ..?. I love the story whose group was named .. The Secret Organization
"
Positive,point book novel possible classify novel absolutely need idea book impressive really distinguished psychological anatomy contradiction many creativity convey image sense reader next soul youth book,Negative,"My point is that classifying the book is supposed to be a novel because it is not possible to classify it as a novel absolutely a need, too, is that the idea of the book is not impressive, but the really distinguished thing is the psychological anatomy of the characters in the verbs and their contradiction in many times when there was creativity to convey the image and sense to the reader next to the soul The youth in the book
"
Positive,stay treatment reception excellent employee excellent internet fast free,Negative,"Nice stay. Good treatment, reception was excellent, employee Majid was excellent. The internet is not fast and not free
"
Positive,power two coin think inspired real story two really tragic break heart,Negative,"Injustice, power ... are two sides of the same coin, I like to think of them as events that are not inspired by a real story, otherwise one of them drenches the two things, really tragic events that break the heart and God knows what is in the hearts
"
Positive,nothing suitable family,Negative,"Resort is not a hotel. nothing. Cleanliness and hotel are not suitable for family
"
Positive,read political social precede revolution follow overthrow authority rule following civil book revolution state pathological fever illness delirium rule violent recovery period recovery smooth book many,Negative,"The Anatomy of the Revolution tries to read the political and social tensions that precede the revolution, and the changes that follow to overthrow the authority, then the extremists took over to rule and the following events ... It talks about the four revolutions: the American, French, Russian, Bolsheviks, and the civil war in England .. This book introduces the revolution as a state of pathological fever that begins with escalating symptoms, then illness accompanied by delirium and the rule of revolutionaries who are more violent, and ends with the recovery period and what follows from the patient’s recovery .. It is not a smooth book .. It needs many previous readings in the dates of the aforementioned four revolutions ... Oh
"
Negative,reform nothing religion reform abroad,Negative,"Muslims who want to reform should be convinced with their hearts, not with their tongues, that there is nothing in their religion that keeps them from importing reform from abroad.
"
Positive,weak receptionist double sister room two separate,Negative,"Very weak. . The receptionist asked them for a double sister and they gave me a room with two separate beds
"
Negative,story painful help sympathize desired wealth novel force hate evil superficially without justification lose sympathy novel ten old divorced novel give thought character unjust heroine work,Negative,"The story is painful, and no one can help but sympathize with the desired wealth, but the novel is directed to force you to hate the evil characters superficially without justification that made me lose my sympathy for Soraya. The same thing I found in the novel My Name is Nujoud: I am ten years old ... and divorced, as the novel does not give any thought to any character other than the unjust heroine of work.
"
Negative,business trip helpful employee annoying remember recommend alone room,Negative,"business trip . Receptionist Shehab El-Masry is very helpful and up-to-date. The housekeeping employee was very annoying Egyptian I do not remember his name but I do not recommend leaving him alone in the room
"
Positive,satirical book basic edition social problem sensitive society colloquial classical point serious discussion many advanced limited serious discussion book acceptable initiative discuss sensitive societal atmosphere irony comedy mitigate impact black truth,Negative,"A satirical book, in its basic edition, that discusses a social problem that is sensitive to Egyptian society, but :. Why is colloquial, not classical Arabic? More than one point deserves serious discussion from many angles. Examples of advanced grooms were limited and lacked serious discussion. In the end, the book may be considered an acceptable initiative to discuss sensitive societal matters in an atmosphere of irony and comedy to mitigate the impact of the black truth. It out.
"
Positive,literary call novel novel different promotion nothing value fiction,Negative,"What it was written by Atheer Abdullah is not novels, they are literary texts only We can call it anything but a novel. The novel has different elements. Media and promotion have nothing to do with the value of fiction.
"
Negative,poor nothing staff extremely rude unhelpful,Negative,"poor . nothing. The staff is extremely rude and unhelpful
"
Positive,novel realistic many really exist society good trace difference find oppression see novel length reading read novel satisfied satisfied love dispute,Negative,"The novel is realistic and it talks many needs that really exist in our society ... it was good, but for me, there was no trace in it. My difference is always with you at the end. I will not find anything that satisfies me after all the oppression that I see in the novel, the length of the reading. Once I read you a novel and its end is saturated and satisfied. But I am very satisfied with your love, there is no dispute
"
Positive,light book small sarcastic enjoyable quickly really laugh hard camel little think laugh book sarcastic comical unfortunately country society people make truly sad received time honest ease relatively,Negative,"A light book, small, sarcastic and very enjoyable. He&#39;ll be saved with you quickly, but you will really laugh hard. I have a camel and my needs hung up with me a little and all I think about her laugh. The book, although sarcastic and comical, unfortunately explains the needs of the country, society and people that make you truly sad about what we have received. Bring your time to be honest .. Sadness needs something that will ease it, even relatively
"
Positive,nothing open closest soul loved proximity sanctuary,Negative,"The hotel has nothing to open the closest soul. I only loved its proximity to the sanctuary. The hotel is worn out, the corridors are crowded with placemats, preparing for pilgrims
"
Positive,weak live everything reach lot know location tried describe employee place time hour real side second close campus modest real thank,Negative,"Very weak. . First, I did not live in the hotel, I booked everything, and I could not reach the hotel and asked a lot about it. They did not know the location and called the hotel and tried to describe the employee to me the place. There is no time in the hour for real parking lots on our side, so there are no parking spaces. I went to a second hotel close to the campus with modest services. They have parking in real and thank you ....
"
Positive,time wasted novel group story injury clear novel clear writer style clear strange way novel balance novel specific part halal love frankly wish higher level,Negative,"Unfortunately, among the novels that I felt that my time was wasted on it ... The novel contains a group of other stories ... Her story with Majid and the answers and his injury to Kansar is very clear that it is excerpted from a novel. . It is clear that the writer is very influenced by the style of Abeer and Ahlam&#39;s novels, and this is very clear in a strange way in this novel. There is no balance in the novel working on a specific part, which is halal love and other aspects, and I have not met it frankly ... I wish it was at a higher level than that ..
"
Positive,book literally many confusing strange information mind try classify tried search book search engine reach result remember let alone match author maybe search correctly information exist skeptical book exaggeration space people way depict exactly necessarily image space developed advanced necessarily similar clothes book antique support confused example long time writer woman hairstyle pants general author fertile imagination everything read pass balance correct prophetic mention rational last two charged assume possibility possible miracle three talk knowledge distant assumption heaven knowledge know stated two people magic temptation many indicate embody human assumption human race unable develop without intervention development unique kind throughout history modern including alchemy alchemy alchemy others consideration longest long time learn develop teach reconstruct earth year appear prevail degenerate fall appear know much book think research lot,Negative,"This book literally made me headaches because of the many confusing and strange information in it that stops the mind and re-read it and try to classify it. I tried to search for some of what was mentioned in the book in the Google search engine, but I did not reach any result remember, let alone match it to what the author mentioned, maybe I did not search correctly or that this information does not exist, or I should be skeptical about it. The book was characterized by exaggeration, and pictures of the space people in the way that American films depict, exactly if there were residents of other planets who may not necessarily be like the image imposed on us .. Then what about the space helmets? If they are more developed and advanced than us, they will have their own technologies that are not necessarily similar to ours, such as helmets, ships, planes and clothes. The book included some pictures of antique drawings that support his words, but it made me confused. For example, I pondered a long time about one of the drawings that the writer says is that of a woman who has a hairstyle and who wears socks and pants. In general, the author reckons his fertile imagination .. For me, everything that I read must pass the balance of the Qur’an and the correct prophetic Sunnah. In the Qur’an there is no mention of rational creatures created by God, but the angels, humans, jinn and the last two are the ones charged with. If we assume that there are inhabitants of other planets, and this possibility may be possible, then it is not a miracle of God, then they will not be but among these three. Unless they have their own messengers and books and we cannot talk about what we do not have knowledge .. Also why is the distant assumption that who came from heaven are aliens, they may be angels, and angels have knowledge that we do not know, as it was stated in the Qur’an that the two angels Harut and Marut have They went down with the people of Babel, teaching them magic to have a temptation, and there are many signs that indicate the descent of the angels and embody them in human beings .. Why is also the other assumption that our human race is unable to develop its own civilizations without the intervention of aliens? Humans who have come to this development in this era are not unique in their kind, and there must be throughout the history geniuses and scientists have come to more than what modern man reached from the sciences, and those sciences have disappeared, including alchemy, alchemy, alchemy and others. Let us take into consideration that the ancients were their longest ages, reaching hundreds of years, and have a long time to learn, develop, teach, and reconstruct the earth, but this is God’s year in his being, nations appear, prevail, degenerate, fall out, and appear. Others do not know much about their predecessors, and so on .. Generally the book makes you think and research a lot.
"
Negative,location street nuisance,Negative,"A hotel for pedestrians. Breakfast is very overpriced riyals. Room location and street nuisance
"
Positive,beneficial single star beginning movie,Negative,"And if it was beneficial, not even a single star, a semi-transmitted beginning from the movie “Taming a Shrew” by Al-Bani Abdul Aziz.
"
Positive,inclusive expressive society whole factional class ideological example happening fair reasonable democracy exclusion intimidation expression part society society less number proportion state revolution general way change change reform revolution turn separate obsession desire passion need reading reality revolution process sense change sense necessary dismantle revolution mean revolution power broader level individual level officer number example type desired change expanded include greater number geographical important question agreement people really revolution every revolution obligatory meet legally constitutionally legal constitutional cover revolution notes author academic book studying direct wanted author far study model nothing intelligence effort guide transform revolution bud bud form twentieth century full ending second important note revolution model complete revolution interest time establishment study analytical study see revolution control state get rid old system whole neutralize control army police judiciary quickly project completed due security prosecution article link third note growing role media television general year year decade decade say sermon ground buying friendliness agrarian reform example external threat call ancient nationalism example prepared conspiratorial speech focused media led guidance studying awareness general developed sufficiently meet development guidance respond conscious youth university leading opposition coup say young people fuel manage system vision wave long party community remain captive old revolution completely victorious invite know happening awareness difference true comprehensive revolution factional narrow popular seeing change revolution breadth depth limited improve security crackdown support enable greater degree general book fall outside framework revolution oppressed classes classes exchange classes comprehensive revolution revolution clear vision ideology general whole world bless grant peace revolution framework continue revolution tyranny slavery last important note opinion combatant conflict global speak military council mean option example method knowledge depth breadth coverage problem better able guide awareness many lack awareness prominent example mind explanation except lack awareness past well revolution real enemy first stop cognitive bleeding mental intellectual distortion leading craft perform opposite action let get circle reaction borrow paragraph article recently read writer realize global conspiracy place counter plot woven savvy conflict perspective whole world gradually necessary declaration state country ground today push fail,Negative,"A revolutions are not always inclusive, expressive of society as a whole, nor just .. It may be factional, class, or ideological demands, for example what is happening in Thailand now, and its demands are not always fair or reasonable and may be against democracy in some cases by exclusion and intimidation, it is in The end is an expression of the demands of a part of society, and not all of society has less or more in number and proportion in the state. B revolution, in general, is not the only way to change, and there are other ways to change and reform. C revolution may turn into a separate obsession, desire or passion, regardless of the community&#39;s need or reading the reality. D revolution is an ongoing process in the sense of change, not in the sense of demonstrations and clashes. Is it necessary to dismantle the concept of the revolution itself: What do we mean by the term revolution? Is it a people&#39;s uprising against power only ... or is it a broader concept than that on the socio-political level and not on the individual level. Is the officer the number that went out in demonstrations, for example? Or is it the type of claims and the desired change? Or is it geographically expanded to include a greater number of cities and geographical regions? Then the most important question:. What is it based on? What is based on our agreement that the people really came out of a revolution after we defined and defined its conditions? Is every revolution obligatory to meet its demands legally and constitutionally? Or is there a legal and constitutional cover required for the demands of any revolution? New notes: February:. The author is not an academic and only. I remembered from Ressala&#39;s book On the Way to Our Culture that orientalists were studying Muslim societies and presenting the results of their studies to the rulers of the West so that they could direct them to what they wanted. And our author is not far from that. Trying to study the paths of revolutions and model them is nothing but an intelligence effort to guide and transform any revolution in the bud in the bud in the form of what serves American interests. And the twentieth century is full of examples of this ending with the Arab Spring. The second important note. It is the Iranian revolution as a model of a complete revolution opposed to the American interest at the time of its establishment. I had started her study in an analytical study to see how the revolution managed to control the joints of the state, get rid of the old system as a whole, and neutralize or control the army and police and the judiciary quickly. Unfortunately the project was not completed due to the security prosecution. First article link:. : //. . / / .... The third note:. It is the growing role of the media and television channels in general year after year and decade after decade. What Abdel Nasser, Hitler and Mussolini used to say in a sermon inflaming the masses backed by measures on the ground buying the friendliness of the masses such as agrarian reform, for example, or the external threat or the call of ancient Roman nationalism, for example in the case of Mussolini. New leaders have not prepared for all of this. Suffice them with a conspiratorial inflammatory speech focused by the media led by experts of moral guidance through studying the masses and their behaviors. Unfortunately. It appears that the awareness of the masses in general has not developed sufficiently to meet the development of moral guidance methods. They will respond to me, saying that it is the conscious youth and the university students who are leading the opposition to the coup now. I always say young people are the fuel for revolutions. As it happened in January. But they can not manage the helm after overthrowing the system. Or do not have a vision for the post-revolutionary wave. As long as elites and party and community leaders remain captive to old perceptions and ideas. No revolution is completely victorious. I invite you to know what is happening in Thailand and Ukraine now. As examples of failed revolutions in their demands and awareness. In the end, the difference between the true and comprehensive revolution and the factional uprising and narrow popular demands is in seeing this change revolution and the breadth and depth of its demands. What happened in January was an uprising with limited demands. People want to improve conditions. Activists went out against the security crackdown. Islamic currents went out to support the Sharia and enable it to a greater degree. And the revolutions in general that Crenten studied in his book do not fall outside this framework. Most of them were the revolution of the marginalized and oppressed classes against other classes, and thus in the exchange of roles between the classes and some of them. A comprehensive revolution is a revolution that has a clear vision and ideology for reforming conditions in general in the whole world. Muhammad, may God bless him and grant him peace, came up with a revolution from this framework. Islam itself was, is, and will continue to be a revolution against tyranny and slavery when Allah the Exalted, the Majestic. The last and most important note in my opinion was considered the will of a war-weary combatant. The conflict is global and so to speak. Not with Sisi, with a military council, or with kings here and there. This does not mean adopting the option of carrying weapons, for example, on the Al Qaeda method. But. Our knowledge of the depth, breadth and coverage of the problem. It makes us better able to guide it and awareness of its dimensions. How many aborted projects because of the lack of awareness, and the most prominent example that brings me to mind is that Morsi came to Sisi himself, so there is no explanation for me except the lack of awareness .. And in the past the Brotherhood came to Abdel Nasser as well. The revolution must be directed against the real enemy. Awareness first, then to stop cognitive bleeding and mental and intellectual distortion, which they are leading a craft and perform. Then, by adopting the opposite action, let us get out of the circle of reaction and aborted dreams. I borrow this paragraph from an article I recently read for a Syrian writer named Ahmed Daadouch:. Finally, we realize that evading the global Protestant Jewish conspiracy will only take place with a counter plot that possesses the same ingredients, and is woven with the same savvy, and looks at the conflict from a perspective that expands to the whole world and extends for centuries to come, and is based on the intentions of Shari&#39;a gradually when necessary, and realizes that the declaration of a Sunni Islamic state in Any country on the ground today will push the Arabs and the West to fail it before it ripens ...
"
Positive,recommend lucky afternoon flight date soon lobby saw couple separate dirty noisy air conditioning unit loud noise turn open loudspeaker mosque street loud restaurant staff help wall need say,Negative,"I do not recommend this hotel we were lucky because we stayed in the hotel just in the afternoon because we were waiting for the flight date. As soon as we entered the lobby, we saw a couple dressed in Manama and watched TV. The rooms were separate, dirty and noisy. The air conditioning unit was making a loud noise, and we had to turn it off and we couldn&#39;t open the windows because the loudspeaker on the mosque across the street was loud. There was a restaurant, but it was closed. Hotel staff seemed to want help. The bathrooms had face graphics on the wall. Do I need to say more?
"
Positive,book summary thought book many author house avoided book without clear introduction sequence methodology book cut pasted without modification example specific point separate point book find detail book phrase book point book actually detailed past publisher cut pasted paragraph old book delete phrase book many spelling indicate book slightest level review scrutiny publication,Negative,"The book is a summary of Muhammad Shahrour&#39;s thought. Unfortunately, the book has many flaws, which the author and publishing house could have avoided. One of them is that the book is without a clear introduction, sequence or methodology. The book is an excerpt from the previous doctor’s books and articles that were compiled randomly, cut and pasted without any modification, margins or sources. For example: While presenting a specific point, he says, and we will separate this point later in this book, then you will not find a detail in the same book. Because this phrase was written in another book, and the point in that book was actually detailed, but here it was past the publisher when he cut and pasted the paragraph from the old book to delete the phrase from this book. Likewise, many spelling and typographical errors, even in the verses of the Qur&#39;an, indicate that the book did not have the slightest level of review and scrutiny before publication.
"
Positive,find specific debauchery write long review willing blame lack time,Negative,"I expected to find specific debauchery as I had heard about it. : / I will write a long review, God willing, blame on the lack of time
"
Positive,intense dose absurdity boredom novel extremely frustrating despite magnificence idea narration literary style reading newspaper coherent novel better opinion address idea form story idea last novel forced give two,Negative,"An intense dose of absurdity and boredom ... a novel that is extremely frustrating, for despite the magnificence of the idea, the handling, narration and literary style spoiled it ... At times I felt that I was reading newspaper articles and not a coherent novel .. It was better in my opinion to address the idea in the form of a story Short, but the idea and the verses of Abnudi and the last pages of the novel forced me to give it two stars.
"
Positive,location bit definitely star category carpet clean intended high class luxury entertainment,Negative,"Corporate Hotel. The location is a bit .. The hotel is definitely not a star category, the carpet is not clean, the hotel feels it&#39;s intended for companies and meetings, not a high class for luxury and entertainment.
"
Positive,attract read often great fame hustle bustle world enthusiasm first soon get bored enthusiasm second full respect international writer find much pleasure read fellow,Negative,"Something in the novels of Naguib Mahfouz does not attract me. When I read to him, I am often driven by this great legacy of fame and the hustle and bustle that fills the world, so enthusiasm takes me at first, but soon I get bored after a few pages and fade enthusiasm. This is the second of my experiences among the pages of Naguib Mahfouz, but with full respect to the international writer, I find much more pleasure when I read to fellow novelists, such as Bahaa Taher and Tawfiq Al-Hakim.
"
Positive,science passion best novel,Negative,"Maria&#39;s diaries, originally taken from the science of passion, are the best of the novel
"
Positive,experience great stay excellent,Negative,"Nice experience and great stay. The restaurants are excellent.
"
Positive,great learner rotten narration,Negative,"Dissolved in it, a great learner, and God ... But Nesbali is a rotten narration
"
Negative,two dirty furniture bad,Negative,"I took two very dirty apartments and the furniture was bad. There is no.
"
Positive,furniture old,Negative,"Weak. . The hotel furniture is very old
"
Positive,book historical account repeated opinion possibility great cause boredom reader reading purpose nothing research fact find relationship title content book result lack focus reading despite beautiful exciting work person looking question circulate head lost world decline,Negative,"The book represents a historical account of some pre-Islamic and other events .. Some events have been repeated in it, and in my opinion the possibility is great that it will cause boredom to the reader who is reading it for a purpose that has nothing to do with research or the like .... In fact, I did not find a relationship between the title and the content The book, and that may be the result of lack of focus in some sites during reading, but despite that it is a beautiful and exciting work for an Indian person looking into Islamic matters .. After finishing it, the question continued to circulate again in my head: See .. what he lost The world with the decline of Muslims? ,,,
"
Positive,think conflict biggest struggle realism idealism realism idealism realism idealism apply means rationality objectivity know know idealism none rational idealistic fight shed blood,Negative,"I do not think that the Sunni-Shiite conflict is caused by the biggest struggle between realism and idealism ... Where is the Sunnis of realism and where are the Shiites from idealism? . The qualities of realism and idealism do not apply to either of them. Realism means rationality and objectivity, and the Sunnis do not know anything about it, just as the Shiites do not know anything about idealism .... If none of them were rational or idealistic they would not fight all these centuries and They shed all this blood
"
Negative,cheesecake little taste cheese whipping cream red,Negative,"Strawberry cheesecake has a little taste of cheese and whipping cream, and strawberries are just red. /
"
Positive,bad recommend already two ago appropriate lose stay breakfast beach pool villa dirty furniture old ground dirty dust site true,Negative,"Too bad I wouldn&#39;t recommend it. I had already booked two years ago and it was now appropriate to lose my stay. the breakfast. Positions. the beach. Swimming pool .. The villa is very dirty with mice. The furniture is very old. The ground is dirty with dust. The pictures on the site are not true.
"
