Original Tag,Senti Score,Original Text 
Negative,Positive,"مقبول . . الانترنت سيلايوجد شفاط رائحة دورة مياهاداء عامل النظافة سيئالنافذة محجوبة بلوحة اعلانية اطلالة الغرفة
"
Negative,Negative,"أسوأ أنواع القصص هي اللي تعطي انطباع بأنها بالفعل قصة، مختلقة وعاجزة عن الاقناع بحيوية شخوصها ومواقفهم، وهذا هو اللي حسيته وأنا بأقرأ الرواية.
"
Negative,Negative,"فندق فقير . وجبة الافطار واقترح ان تكون هناك وحبة غدا. الغرف ضيقه وليس بها ادوات نظافه مثل المناديل والاحذيه لدخول الحمام والمشروبات المقدمه رديئة
"
Negative,Positive,"فندق لا يستحق نجوم . لا يوجد . اغلاق الشاطي و الحديقة في وقت مبكر من الساعة مساء و اغلاق جميع اضواء الفندق و مواقف سيارات ضيقة جدا عدم احترام من موظفين الفندق مع النزلاء
"
Negative,Negative,"غم ان عدد صفحات الكتاب لا تزيد عن تقريبا . الا انك لن تستطيع انهائها بسرعه كما تتوقع. كل قصه في المجموعه وجبه دسمه ... رغم اني اكره المبالغه ف الرمزيه ... او القصص التي اشعر بعد الانتهاء منها انني احتاج ان اذهب لاسأل الكاتب نفسه ماذا يقصد ؟؟. تذكرت افلام يوسف شاهين التي تحصل علي العديد من الجوائز .. و عندما اشاهدا لا افهمها ؟؟ . قصص نجيب محفوظ في هذه القصه من النوع الذي تسميه قصص الفلاسفه . عدد منها ستستمتع بها .. و تثير التساؤلات في راسك ..؟. احببت القصه التي سميت المجموعه باسمها ..التنظيم السري
"
Negative,Positive,"وجهة نظرى ان المفروض تصنيف الكتاب يكون أن تكون الرواية لأنه مش ممكن يتم تصتنيفه على انه رواية اطلاقا حاجه كمان هى ان فكرة الكتاب مش مبهرة لكن الشئ المميز فعلا هو التشريح النفسى للشخصيات الموجودة الافعال وتناقضتها في اوقات كتير كان فيها ابداع لنقل الصورة والاحساس للقارئ بجانب الروح الشبابية الموجودة فى الكتاب
"
Negative,Positive,"الاقامه طيبه . معامله جيده والاستقبال تعامله ممتاز خاصه الموظف ماجد كان تعامل ممتاز. الانترنت غير سريع وغير مجاني
"
Negative,Negative,"الظلم،السلطة.... وجهان لعملة واحدة ، أحب أن أفكر على أنها أحداث غير مستوحاة من قصة واقعية ، وإلا فإن احدهم تجرع الأمرين ، فعلا أحداث مأسوية ينفطر لها القلب والله أعلم بما في القلوب
"
Negative,Positive,"منتجع ليس فندق . لاشئ. النظافة والفندق غير صالح للعائلة
"
Negative,Negative,"كتاب تشريح الثورة يحاول قراءة التوترات السياسية والاجتماعية التي تسبق الثورة، وما يليها من تغييرات لقلب السلطة، ثم تولي المتطرفين للحكم وما يلي ذلك من أحداث... إنه يتحدث عن الثورات الأربع: الأمريكية، والفرنسية، والروسية البلشفية ، والحرب الأهلية في انجلترا... هذا الكتاب بقوم بتقديم الثورة كحالة حمى مرضية تبدأ بالأعراض المتصاعدة، ثم المرض مصحوبا بالهذيان وحكم الثوريين الأكثر عنفا، وانتهاء بفترة النقاهة وما يليها من تعافي المريض.. ليس كتابا سلسا.. وهو بحاجة إلى الكثير من القراءات السابقة في تواريخ الثورات الأربع الآنف ذكرها... ي.أ
"
Negative,Negative,"يجب أن يقتنع المسلمون الراغبون في الإصلاح بقلوبهم لا بألسنتهم أن في دينهم ما يغنيهم عن استيراد الإصلاح من الخارج.
"
Negative,Negative,"ضعيف جدا. . العاملين في الاستقبال طلبت منهم تخت مزدوج اعطوني غرفة بسريرين منفصلين
"
Negative,Negative,"الحكاية مؤلمة وليس باستطاعة اي انسان الا ان يتعاطف مع ثرية المرجومة ولكن توجه الرواية لاجبارك على كره الشخصيات الشريرة بسطحية دون مسوغ جعلني افقد تعاطفي مع ثريا. نفس الشيء وجدته في رواية اسمي نجود: عمري عشرة أعوام... ومطلقة حيث لا تعطي الرواية مجالا للتفكير باي شخصية غير بطلة العمل المظلومة
"
Negative,Positive,"رحلة عمل . موظف الاستقبال شهاب المصري متعاون جدا وراقي في التعامل. موظف خدمة تنظيف الغرف كان مزعج جدا مصري لا اتذكر اسمه ولكن لا انصح بتركه بمفرده بالغرفه
"
Negative,Negative,"كتاب ساخر في طبعه الأساسي، يناقش مشكلة اجتماعية حساسة للمجتمع المصري، ولكن:. لماذا باللغة العامية وليست العربية الفصحى؟. تم تهميش أكثر من نقطة تستحق المناقشة الجادة من العديد من الزوايا. طرح أمثلة من العرسان المتقدمين كان محدودا وافتقر للنقاش الجاد. في النهاية قد يعتبر الكتاب كمبادرة مقبولة لنقاش أمور مجتمعية حساسة في جو من السخرية والكوميديا لتخفيف وقع الحقيقة السوداء، وقد يعتبره البعض مجرد فضفضة على الإنترنت تم تجميعها في كتاب.. نصيحة أخيرة: قد يساعدك الكتاب في قراءة خفيفة إذا كنت منقطع عن القراءة أو متعمق بها.
"
Negative,Negative,"ماتكتبه أثير عبدالله ليس روايات، هي مجرد نصوص أدبية. يمكن أن نسميها أي شيء إلا رواية. الرواية لها عناصر مختلفة. والإعلام والترويج ليس له علاقة بقيمة العمل الروائ.
"
Negative,Positive,"ردىء . لا شي. طاقم العمل فظ وغير متعاون ابدا
"
Negative,Negative,"الروايه واقعيه وبتحكى حاجات كتير فعلا موجوده فى مجتمعنا ...كانت كويسه بس بالنسبه لى مكنتش فيه اى اثر. اختلافى معاكى دايما فى النهايات مش بلاقى حاجه تشبعنى بعد كل القهر اللى بشوفه فى الروايه طول القرايه. نفسى مره اقرا لك روايه ونهايتها تكون مشبعه وترضى. بس انا برضه بحبك جدا لا خلاف
"
Negative,Negative,"كتاب خفيف ،صغير،ساخر وممتع جداا. هيخلص معاك بسرعه بس فعلا هتضحك جامد. ف جمل وحاجات علقت معايا شويه وكل ما افتكرها اضحك. الكتاب برغم انه ساخر وكوميدى الا انه للاسف بيبن حاجات ف البلد والمجتمع والناس تخليك فعلا حزين ع اللى وصلناله. جه ف وقته بصراحه .. الحزن محتاج حاجه تخففه ولو نسبيا
"
Negative,Positive,"ضعيف جدا. . اولا انا ما سكنت في الفندق حجزت وكل شي وما قدرت اوصل للفندق وسالت عنه الكثير ولا عرفوا الموقع واتصلت بالفندق وحاول يوصف لي الموظف المكان وما عرف حاولت اوصل للمكان ما قدرت رجعت اتصلت قالي خذلك ليموزين ووقف سيارتك في كدي وتعال قلت له فيه مواقف للسيارات قال لي لا بس فيه الساعه ب ريال مواقف جنبنا ليش م فيه مواقف انا رحت لفندق ثاني قريب من الحرم بخدمات متواضعه وعندهم مواقف ب ريال وششكرا ....
"
Negative,Negative,"للأسف الشديد من ضمن الروايات اللي حسيت ان وقتي ضاع هباء عليها ... الرواية فيها مجموعة من روايات تانيه ... حكايتها مع ماجد و الجوابات و إصابته بالكانسر واضحة جدا انها مقتبسة من رواية . . و واضح برضو ان الكاتبة متأثرة جدا بأسلوب روايات عبير و أحلام و ده واضح جدا بطريقة غريبة في الرواية دي. مفيش توازن في الرواية عاملة على جزء معين اللي هو الحب الحلال و الجوانب التانية مش لاقياها بصراحة ... كنت أتمنى تكون بمستوى أعلى من كده ..
"
Negative,Negative,"هذا الكتاب أصابني بالصداع حرفيا لكثرة ما فيه من معلومات محيرة وغريبة يتوقف عندها العقل ويعيد قراءتها ومحاولة تصنيفها. حاولت البحث عن بعض ما ورد في الكتاب في محرك البحث جوجل لكن لم أتوصل لأي نتيجة تذكر ناهيك عن مطابقتها لما ذكر الكاتب ربما لم أبحث بشكل صحيح أو أن هذه المعلومات غير موجودة، أو ربما يجدر بي أن أشكك فيها . اتسم الكتاب بالمبالغة، وصور أهل الفضاء بالطريقة التي تصورها الأفلام الأمريكية بالضبط لو كان هناك سكان كواكب أخرى قد لا يكونون بالضرورة مثل الصورة التي فرضت علينا فرضا.. ثم ماذا عن الخوذات الفضائية؟ إذا كانوا اكثر تطورا منا وتقدما ستكون لهم تقنياتهم الخاصة التي لا تشبه تقنياتنا بالضرورة؛ كالخوذات والسفن والطائرات والملابس . ضمن الكتاب بعض صور الرسومات الأثرية التي تدعم كلامه، لكنها زادتني حيرة. مثلا تأملت طويلا إحدى الرسومات التي يقول الكاتب أنها لسيدة ذات تسريحة وترتدي الجوارب والبنطلون فلم أرى سوى شخبطات لشكل إنسان ليس بالضرورة سيدة :| على العموم يحسب للكاتب خياله الخصب.. بالنسبة لي كل ما أقرأه لابد أن يمر بميزان القرآن والسنة النبوية الصحيحة. في القرآن لم يرد ذكر مخلوقات عاقلة خلقها الله سوى الملائكة والإنس والجن والأخيرين هما المكلفان. فلو افترضنا وجود سكان لكواكب أخرى؛ وقد يكون هذا الاحتمال واردا فليس بمعجز الله؛ فلن يكونوا إلا من ضمن هذه الثلاثة. إلا إذا كانت لهم رسلهم وكتبهم الخاصة بهم ولا نستطيع الحديث عما ليس لنا به علم.. أيضا لماذا الافتراض البعيد بأن من أتى من السماء هم فضائيون، قد يكونون ملائكة، والملائكة عندها من العلم مالا نعلم، فقد ورد في القرآن أن الملكين هاروت وماروت قد نزلا بأهل بابل يعلمونهم السحر ليكون لهم فتنة، وهناك آثار كثيرة تدل على نزول الملائكة وتجسدها بصورة بشر.. ولماذا أيضا الافتراض الآخر بأن جنسنا البشري غير قادر على تطوير حضاراته بنفسه بدون تدخل مخلوقات فضائية؟ البشر الذين وصلوا لهذا التطور في هذا العصر ليسوا فريدون من نوعهم ولابد أن يكون هناك على مر التاريخ عباقرة وعلماء توصلوا لأكثر مما توصل إليه الانسان المعاصر من علوم، وتلك العلوم قد اندثرت ومنها السيمياء والليمياء والخيمياء وغيرها. ولنأخذ في عين الاعتبار أن القدماء كانت أعمارهم أطول وتصل لمئات السنين ولديهم وقت طويل للتعلم والتطوير والتعليم وإعمار الأرض، ولكن هذه سنة الله في كونه، تظهر أمم وتسود وتنتكس وتندثر وتظهر غيرها لا تعلم الكثير عمن سبقها وهكذا.. عموما الكتاب يجعلك تفكر وتبحث كثيرا.
"
Negative,Negative,"فندق ينفع على الماشي . الافطار بمبلغ ريال مبالغ فيه جدا. موقع الغرفة وازعاج الشارع
"
Negative,Negative,"و لو كان ينفع و لا حتى نجمة واحدة بداية شبه منقولة من فيلم ترويض نمرة للبنى عبد العزيز ثم تعرض سطحي للدين على جو روايات عبير للمراهقات و شوية جو نادية الجندي و حرب الجواسيس من الاخر جو رخيص رديئة
"
Negative,Negative,"أ الثورات ليست دائما شاملة معبرة عن المجتمع ككل ولا عادلة .. قد تكون لمطالب فئوية او طبقية او أيديولوجية و على سبيل المثال ما يحدث في تايلاند الآن و ليست دائما مطالبها عادلة او معقولة و قد تكون ضد الديموقراطية في بعض الأحيان بالاقصاء و الترويع فهي في النهاية تعبير عن مطالب جزؤ من المجتمع و ليس كل المجتمع قل او كثر عدده و نسبته في الدولة . ب الثورة عموما ليست هي الطريق الوحيد للتغيير و هناك طرق اخرى للتغيير و الاصلاح. ج الثورة قد تتحول لهوس او رغبة أو هوى منفصل بغض النظر عن احتياج المجتمع او قراءة الواقع. د الثورة عملية مستمرة بمعنى التغيير لا بمعنى المظاهرات و المصادمات. ه لا بد من تفكيك مفهوم الثورة ذاته : ماذا نعني بمصطلح الثورة ؟. هل هو انتفاضة شعب ضد السلطة فقط ... أم هو مفهوم أوسع من ذلك على المستوى السياسي الاجتماعي لا على المستوى الفردي. هل الضابط هو العدد الذي خرج في مظاهرات مثلا ؟. أم هل نوع المطالبات و التغيير المرجو ؟. أم اتساعها جغرافيا ليشمل عددا اكبر من المدن و الأقاليم الجغرافية؟. ثم السؤال الاهم :. ماذا ينبني على ذلك ؟. ماذا ينبني على اتفاقنا أن الشعب خرج في ثورة فعلا بعد ان حددنا شروطها و تعريفها ؟. هل كل ثورة واجبة الاستجابة لمطالبها قانونيا و دستوريا ؟. ام انه لا بد من غطاء شرعي و دستوري لمطالبات أي ثورة. ملاحظات جديدة : فبراير :. المؤلف ليس أكاديمي و فقط. تذكرت من كتاب رسالة في الطريق إلى ثقافتنا أن المستشرقين كانوا يدرسون المجتمعات الاسلامية و يقدمون نتائج دراساتهم إلى حكام الغرب ليتسنى لهم توجيهها لما يريدون. و مؤلفنا ليس ببعيد عن ذلك. محاولة دراسة مسارات الثورات ووضع نموذج لها ما هو إلا جهد مخابراتي لتوجيه و تحويل اي ثورة في القرن العشرين في مهدها إلى ما يخدم المصالح الامريكية. و القرن العشرين ملئ بالنماذج على ذلك انتهاءا بالربيع العربي. الملحوظة الثانية الهامة. هو الثورة الايرانية كنموذج لثورة مكتملة معارضة للصالح الأمريكية وقت أن قامت . و كنت قد بدأت في دراستها دراسة تحليلية لمعرفة كيف تسنى للثورة السيطرة على مفاصل الدولة و التخلص من النظام القديم بأكمله وتحييد الجيش و الشرطة و القضاء أو التحكم فيهما سريعا. للأسف المشروع لم يكتمل بسبب الملاحقة الأمنية . رابط المقال الأول :. :// . . / / .... الملحوظة الثالثة :. هو تنامي دور الاعلام و القنوات التلفزيونية عموما عاما بعد عام و عقدا بعد عقد. فما كان يقوله عبدالناصر و هتلر و موسوليني في خطبة تلهب الجماهير تسانده إجراءات على الأرض تشتري ود الجماهير مثل الاصلاح الزراعي مثلا أو التهديد الخارجي أو نداء القومية الغابرة الرومانية مثلا في حالة موسوليني . لم يعد القادة الجدد لكل هذا. يكفيهم خطاب تحريضي تآمري مركز من الاعلام يقوده خبراء التوجيه المعنوي عبر دراسة الجماهير و سلوكياتها . و للأسف. الظاهر أن وعي الجماهير عموما لم يتطور بالقدر الكافي لمواجهة تطور أساليب التوجيه المعنوي. سيتردون علي قائلين أن الشباب واعي و طلبة الجامعة هم من يقودون معارضة الانقلاب الآن. أقول الشباب دوما هم وقود الثورات. كما حدث في يناير . لكنهم لا يستطيعون إدارة الدفة بعد إسقاط النظام. أو لا يملكون رؤية لما بعد الموجة الثورية . طالما النخب و القيادات الحزبية و المجتمعية ما زالت أسيرة التصورات و الأفكار القديمة. فلا ثورة منتصرة تماما. أدعوكم للتعرف على ما يحدث في تايلاند و أوكرانيا الآن. كنماذج لثورات فاشلة في مطالبها ووعيها . في النهاية .. الفرق بين الثورة الحقيقية و الشاملة و بين الانتفاضة الفئوية و المطالب الشعبية الضيقة هو في رؤية هذه الثورة التغييرية و اتساع و عمق مطالبها. ما حدث في يناير كان انتفاضة بمطالب محدودة. الشعب يريد تحسين الأحوال. الناشطون خرجوا ضد القمع الامني. التيارات الاسلامية خرجت لنصرة الشريعة و تمكينها بدرجة أكبر. و الثورات عموما التي درسها كرينتن في كتابه لا تخرج عن هذا الاطار. معظمها كانت ثورة طبقات مهمشة و مظلومة ضد طبقات اخرى و هكذا في تبادل للأدوار بين الطبقات و بعضها. الثورة الشاملة هي ثورة تملك رؤية و أيديولجيا واضحة لاصلاح الأحوال عموما في العالم باسره. محمد صلى الله عليه و سلم جاء بثورة من هذا الاطار. الاسلام نفسه كان و ما زال و سيظل ثورة على الطغيان و على العبودية لما دون الله عز وجل. الملحوظة الاخيرة و الأهم في رأيي و اعتبروها وصية مقاتل أنهكته الحرب . الصراع عالمي و كوني إن جاز التعبير. و ليس مع السيسي أو مع مجلس عسكري او ملوك هنا و هناك. و ليس معنى هذا تبني خيار حمل السلاح مثلا على طريقة القاعدة. لكن. معرفتنا بعمق و اتساع و شمول المشكلة. يجعلنا أقدر على موجهتها و الوعي بأبعادها. فكم من مشاريع مجهضة بسبب قلة الوعي و أبرز مثال يحضرني هو إتيان مرسي بالسيسي نفسه فلا تفسير عندي إلا قلة الوعي .. و قديما جاء الإخوان بعبد الناصر أيضا . الثورة يجب أن تكون موجهة ضد العدو الحقيقي. بالوعي أولا ثم بوقف النزيف المعرفي و التشويه العقلي و الفكري الذي يقودونه بحرفة و تؤدة. ثم بتبني الفعل المعاكس لنخرج من دائرة رد الفعل و الأحلام المجهضة . أستعير هذه الفقرة من مقال قرأته مؤخرا لكاتب سوري اسمه أحمد دعدوش :. ولندرك أخيرا أن التملص من المؤامرة اليهودية البروتستنتية العالمية لن يتم إلا بمؤامرة مضادة تملك المقومات نفسها، وتحاك بالدهاء ذاته، وتنظر إلى الصراع من منظور يتسع للعالم كله ويمتد لقرون قادمة، وتستند إلى مقاصد الشرع بالتدرج عند الضرورة، وتدرك أن الإعلان عن دولة إسلامية سنية في أي قطر على الأرض اليوم سيدفع العرب والغرب لإفشالها قبل أن تنضج...
"
Negative,Positive,"لا أوصي بهذا الفندق كنا محظوظين لأننا مكثنا في الفندق لما بعد الظهيرة فقط لأننا كنا في انتظار موعد رحلة الطيران. بمجرد دخولنا بهو الفندق، شاهدنا زوجين يرتديان المنامة و يشاهدا التلفاز. كانت الغرف متفرقة، و كانت قذرة و صاخبة. وحدة تكييف الهواء كانت تصدر صوتا عاليا، و كان علينا أن نوقف تشغيلها و لم نستطع أن نفتح النوافذ لأن مكبر الصوت على الجامع عبر الشارع كان عالي الصوت. كان هناك مطعم، ولكنه كان مغلق. العاملون بالفندق كان يبدو عليهم أنهم يريدون المساعدة. الحمامات كان عليها رسومات لوجوه على الحائط. هل أحتاج أن أقول المزيد؟
"
Negative,Positive,"الكتاب يعتبر ملخص لفكر محمد شحرور. عيوب الكتاب كثيرة للأسف، كان بإمكان المؤلف و دار النشر تلافيها. منها أن الكتاب بدون مقدمة أو تسلسل واضح أو منهجية معينة. فالكتاب عبارة عن مقتطفات من كتب و مقالات الدكتور السابقة تم تجميعها بطريقة عشوائية قص و لصق دون أي تعديل أو هوامش أو مصادر. مثلا: في أثناء عرضه لنقطة معينة يقول وسنفصل هذه النقطة لاحقا في هذا الكتاب ثم لا تجد تفصيل في نفس الكتاب. لأن العبارة هذه كتبت في كتاب آخر و تم تفصيل النقطة في ذاك الكتاب فعلا لكن هنا فات على الناشر عندما قص و لصق الفقرة من الكتاب القديم أن يحذف العبارة من هذا الكتاب . كذلك الأخطاء الإملائية والمطبعية الكثيرة حتى في آيات القرآن تدل على أن الكتاب لم يحظى بأقل مستوى من المراجعة و التدقيق قبل النشر
"
Negative,Negative,"توقعت أن أجد الفسوق بعينه على كثرة ما سمعت عنه. :/ سأكتب مراجعة مطولة باذن الله العتب على ضيق الوقت
"
Negative,Negative,"جرعة مكثفة من السخف والملل .. رواية محبطة إلى اقصى درجة فعلى الرغم من روعة الفكرة إلا ان التناول والسرد والاسلوب الادبي افسدها...في بعض الاوقات شعرت اني أقرأ مقالات صحفية وليس رواية متماسكة.. وكان من الافضل في رأيي تناول الفكرة في شكل قصة قصيرة الا ان الفكرة و ابيات الابنودي واخر صفحات في الرواية اجبروني على اعطائها نجمتين.
"
Negative,Positive,"فندق شركات . الموقع بعض الشيء.. الفندق ليس من فئة نجوم حتما، الموكيت غير نظيف، الفندق تشعر أنه مخصص للشركات والاجتماعات، ليس فئة عالية للفخامة والترفيه.
"
Negative,Positive,"شئ ما في روايات نجيب محفوظ لا يشدني. فحينما أقرأ له أكون في أغلب الأحيان مدفوعا بهذا الإرث الكبير من الشهرة و الصخب الذي يملأ الدنيا فتأخذني الحماسة في البداية و لكن سرعان ما أصاب بالملل بعد صفحات قليلة و يخبت الحماس. هذه هي ثاني تجاربي بين صفحات نجيب محفوظ و لكن مع كامل الاحترام للأديب العالمي إلا أنني أجد متعة أكبر بكثير حينما أقرأ لروائيين عمالقة أيضا أمثال بهاء طاهر و توفيق الحكيم.
"
Negative,Negative,"مذكرات ماريا اللى متاخده اصلا من علم الشغف هى افضل ما فى الروايه
"
Negative,Positive,"تجربة جميلة واقامة رائعة . المطاعم ممتازه.
"
Negative,Positive,"مبذول فيها مجهزد كبير و الله...بس بالنسبالي هي روايه معفنه
"
Negative,Negative,"اخذت شقتين وسخات جدا والاثاث سيء . لا يوجد.
"
Negative,Negative,"ضعيف. . أثاث الفندق قديم جداا
"
Negative,Positive,"يمثل الكتاب سردا تاريخيا لبعض الأحداث الجاهلية و غيرها .. تكررت فيه بعض الأحداث ،، و في رأيي فإن الإحتمال كبير أن يسبب الملل للقاريء الذي يقرأه لهدف لا علاقة له بالبحث أو ما شابه .... في الواقع لم أجد علاقة بين العنوان و محتوى الكتاب و قد يكون ذلك ناتجا عن عدم التركيز في بعض المواقع أثناء القراءة ، و لكن رغم ذلك فهو عمل جميل و مثير بالنسبة لشخص هندي يبحث في الأمور الإسلامية .. و بعد انتهائي منه ظل السؤال يدور مترددا مرة أخرى برأسي : ترى .. ماذا خسر العالم بانحطاط المسلمين ؟ ،،،
"
Negative,Positive,"لا أظن أن الصراع السنى الشيعى سببه الأكبر الصراع بين الواقعية و المثالية ... أين السنة من الواقعية و أين الشيعة من المثالية ؟ . إن صفتى الواقعية و المثالية لا تنطبق على أى منهما ، فالواقعية تعنى العقلانية و الموضوعية و التى لا يعرف السنة عنها أى شئ مثلما أن الشيعة لا يعرفون شيئا عن المثالية .... لو أن أيا منهم يتصف بالعقلانية او المثالية لما تقاتلوا كل هذه القرون و سفكوا كل هذه الدماء
"
Negative,Negative,"تشيز كيك بالفراولة ماله طعم مجرد شوية جبن وكريمة خفق .والفراولة اللي فوق لون احمر بس . /
"
Negative,Negative,"سيء جدا لا انصح فيه سبق ان حجزت قبل سنتين وكان ملائم الآن خسارة الاقامة فيه . الافطار. المواقف. الشاطئ. المسبح.. الفيلا متسخة جدا فيها فئران. الاثاث قديم جدا. الارض متسخة من الغبار.الصور في الموقع غير عن الواقع.
"
Negative,Positive,"مقبول . قربه من محطة ميترو برجمان. ريحة سجائر في الغرف بالرغم ان اخترنا غرفه لغير المدخنينالأسره غير نظيفه
"
Negative,Negative,"المهم انى بقيت بمشى دلوقت اخبط فى مصطلحات نفسية فى كل حتة ..حتى لما احب اقرا رواية تطلع بتتكلم عن نوع من المرض النفسى الى هو الهوس .. جميل .. بما انى بجامل فى النجوم كنت هديها نجوم او ع الاقل. و بينما انا بقرا الريفيوهات على الرواية اكتشفت ان الكاتبة غالبا هى الزوجة التانية الرائعة التى وصفتها فى روايتها الحاقدة . بينما ..التافهه السطحية الغبية المصابة بهوس شديد فى تتبع حياتها هى الزوجة الاولى ؟. لو كان هذا صحيح. لو كانت تقصد هذا فعلا. فلا تستحق الرواية اي نجوم . هذا و ربنا يهدى النفوس يا جماعة و الله و يشفينا جميعا :
"
Negative,Negative,"أنصح به و يمكن ان اسكن فيه مرة أخرى . ا فطار كان طيبا فقط. مستوى النظافة والفخامة يتعدى فندق نجمتين أو ث ث كحد أقصى .خدمة الواي فاي مقطوعة من الوقت . يردون على ا تصا ت من الداخل و من الخارج ا نادرا . الفندق على صعدة جبل متعب جدا بالسير على ا قدام ولكنهم وفروا حاف ت للنقل في معظم ا وقات. الحمام ضيق وبه تسرب ماء.
"
Negative,Positive,"يفتقر لشيء من الحيادية و الموضوعية، لكن فيه من المنطق الشيء الكثير و ان كنت لا اتفق معه في كثير من المواضع. لم يرفض الماركسية لكونها معادية للدين، بل وضح ثغرات فيها بدت لي منطقية. ما قاله عن الاقتصاد الاسلامي و إن كان رائع لكنه مثالي لم يطبق على أرض الواقع
"
Negative,Positive,"نظافه المسبح . موقع الفندق ممتاز. نظافة حمام السباحة غير مقبوله أكياس ملقاه بالحمام وأكواب بلاستيك وأوراق شجر حاجه سيءة جدا جدا جدا المطعم مستوى الأكل به غير جيد بالمرة وغالى جدا جدا
"
Negative,Positive,"عطلة فظيعة لا شئ هناك يستحق النقود. الطعام فظيع. هناك حشرات في الغرفة. الخدمة بطيئة جدا. المديرون فظون وكاذبون جدا. انهم لا يحاولوا ان يحلوا مشاكل النزلاء. الشئ الوحيد الإيجابي هوا البحر. انه حقا رائع. الحديقة جيدة ولكن يمكنك ان تجد خدمة افضل في فنادق مشابهة. بكل تاكيد أول واخر مرة لي لان اقترب من هذا المكان.
"
Negative,Negative,"لا انصح بالفندق . . يوجد صراصير و الغرف قديمه
"
Negative,Negative,"انا عن نفسي صدمت لم اتوقع مثل ذلك الفساد من بنات الرياض. و الرواية مجرد سرد فضائح لا اكثر. الاجدر من الكاتبة ان تكون واعيه اكثر و تحاول على الاقل تقمص دور اصلاحي او وعض الناس ..
"
Negative,Negative,"لا انصح النزول في هذا الفندق لمن معه سياره . الأسره مريحهوالمطعم أكله خطير. المواقف لا تتوفر لكل النزلاء والمنطقه خارج الفندق مزدحمة علما باني قراءت مميزات الغرفه في بوكنخ مكتوب يوجد موقف مجاني ولا يحتاج حجز وعند دخولي للفندق اعطوني كرت دخول المواقف ولكن لا يوجد بالفندق غير موقف و منها مواقف للموظفينمن جد اقلقوا راحتي اليومين اللي نزلت عندهم فيها ولن احجز في هذا الفندق مره اخرى
"
Negative,Positive,"مخيب للأمل. طاقم العمل استقبالهم جيد ويحبون يخدمونك لاكن مافي يدهم شي. الموقع تقريبا اكثر من كيلو والسعر مبالغ فيه بالنسبه للفندق وبالنسبه للموقع مافيه غير مطعم واحد قريب
"
Negative,Negative,"وجدته على شاشة السمارت فون شابا صغير السن يتحدث عن أدب نجيب محفوظ في فيلم النجيب الذي أعدته قناة الجزيرة الوثائقية وكان فيه نقاد ومؤرخين وأصدقاء شخصيين لمحفوظ نفسه، فتذكرت أنني تركت مجموعة قصصية تحمل عنوان شبح أنطون تشيخوف على رف الهيئة. للوهلة الأولى يوحي لك العنوان بأثر عظيم قد تحصل عليه، حد أني ذهبت إلى أن الشبح هنا هو روح تشيخوف وتأثيرها على المؤلف ورحت في دوامة من الخيال فاعتقدت أن للمجموعة رحيق أدبي مميز لن يجعل القارئ يرفع رأسه عن السطور لكن مع بدء المطالعة يهاجمك التثاؤب ثم تخلد إلى النوم قانعا بمتوسط إستهلاك الفرد من الملل وبالقدر الذي حصلت عليه في يومك العادي جدا. يهدي الكاتب العمل لأصدقائه الشهور، ويقسم أصدقائه إلى شهر ميلادي: يناير فبراير مارس الخ، وقصة أخيرة تحمل عنوان المجموعة. لكن على مستوى الحدث فيمكننا تقسيمها إلى: وحدة حب الأهل ضعف وجبروت شفقة هذيان وجه ذكرى طلاق كابوس ماضي تمرد أنثى. ويمكننا أيضا أن نضع شعارا موحدا للثيمة العامة للمجموعة ألا وهو: هذيان. الكاتب يجيد استخدام العربية وهذا شرط لابد من توافره في أي كاتب لكنه ليس بالشرط الوحيد، فعندما يستعرض في قصة ديسمبر، صفحة الصفات التي يحفظها والتي يمكن أن تصف بها الشخصية الرئيسية العاهرات من فجر ومجون وخضوع وإلى آخر القاموس الذي سرده دون أي داع أو مبرر مخافة أن تتحول بطلته إلى تلك النماذج، كل تلك الصفات سردت في ثلاث صفحات هي نفس الثلاث صفحات التي كتب عليها تشيخوف قصته المهمة البدين والنحيف دون أي استعراض أو نقل لصفحات كاملة من الصفات. أما إن جئنا إلى محطتنا الأخيرة فينبغي أن ننظر إلى القصة الأخيرة نظرة مختلفة عن كل ما سبق، ففي قصة البدين والنحيف والتي يشير المؤلف إلى أنها كتبت معارضة لقصة البدين والنحيف التي بدأت في محطة سكة حديد نيقولاي، وكانت الفكرة الأساسية لتشيخوف في كتابتها الطبيعة الإنسانية والتي من خلالها وفي ثلاث صفحات صور ما تفعله الرتبة والغنى في صديقين كانا في يوم ما شيئا واحدا. ويمكننا معرفة قيمة المعارضة الأدبية من خلال قصيدة نجيب سرور التي بدأها ب أيها الواقفون على حافة المشرحة معارضة لقصيدة أمل دنقل التي بدأها ب أيها الواقفون على حافة المذبحة فأنتج حينها عملين مختلفين لكل منهما قيمته الخاصة حتى إن تشابها في مطلع القصيد، لكن محمد عبد النبي في قصته حين عارض بدين تشيخوف الذي. هتف عندما رأى صديقه النحيف لوفيري أهو أنت؟ يا عزيزي كم مر من أعوام لم أرك؟. فرد صديقه في دهشة: يا سلام ميشا يا صديق الطفولة من أين جئت. جاء بدلا منهما بصديقين مرضى نفسيا، أحدهم يدع أنه يعرف الآخر والآخر لا يعرفه، ليس بينهم أي قبول حتى يقدما للعالم قصة أو حكمة، يثرثران ثرثرة في غاية الهذيان
"
