Senti score,Original Tag,Original text,Senti words 
Positive,Positive,"Enjoyable stay. Comforts.
",stay
Positive,Positive,"An interesting and realistic novel, but it can be summarized in less than a page .. Why all these details that lead the reader to the desire to skip and overlook some lines
",interesting realistic novel less page lead reader desire skip overlook
Positive,Positive,"Nice experience. . The food was excellent for both lunch and breakfast. When I arrived I wanted to cancel the reservation for the third room and was not allowed to do so. The amount shown on the reservation site is not a lump sum without taxes and this is bad because the amount you paid is more.
",experience food excellent lunch breakfast wanted cancel reservation third room amount reservation site lump sum without bad amount paid
Positive,Positive,"The second book I read for Mustafa Mahmoud..and as usual, the book is wonderful and opens doors in the mind I thought of it closed or forbidden Jayes and the most beautiful distinctive need in the style of Mustafa Mahmoud in general the extreme simplicity in dealing with complicated topics such as de But in order to repeat and lengthen some points and get away from the topic sometimes, but the overall book is very useful and worth reading
",second book read usual book wonderful mind thought beautiful distinctive need style general extreme simplicity complicated order repeat lengthen get away overall book useful worth reading
Negative,Positive,"Sultanate of Oman Haitham Al-Badi. everything. nothing
",everything nothing
Positive,Positive,"Much more beautiful than expected New Year&#39;s party .. The place looks beautiful and the party is very organized .. The place is large and has extensive gardens and a huge swimming pool .. All the staff were friendly and also responsible for the guest relations, which provided us with the data that needed to know and in fact the The previous comment is what made me remember her name. I think she is the same girl forbade .. My friends and I had good times there with good memories.
",beautiful party place beautiful party organized place large extensive huge swimming pool staff friendly responsible guest data know fact comment remember think girl good good
Positive,Positive,"Imaginary . everything. The room is in the room
",everything room room
Positive,Positive,"good. Transportation, area of the rooms, frequent fingers, parking and family comfort. Not having enough insulation between the rooms and the bathroom is not good enough
",good frequent family comfort enough insulation bathroom good enough
Positive,Positive,"One of the most important reasons for enjoying travel. The place of residence is one of the most important reasons for enjoying travel. The place of residence. I stayed in the hotel for one night with a suite and two executive rooms. Six people. The hotel is new, clean, quiet and overlooks the Bosphorus.
",important travel place residence important travel place residence night suite two executive people new clean quiet
Positive,Positive,"I know love but. I chanted, I am waiting. My lips dried up. And my soul withered. And the body is Gaara. In my forests, a wound that does not heal. And in my desert there is no flame. When my poet. A desert is extinguished. And when my forests complete an explosion. I have prepared my heart for you. And from love a jacket. She pondered over. And I got hurt again. If your pulse fired bullets. And your songs howling. Your feelings are dead. And your wishes are prisoners. And if you are a relic. From ash and shrapnel. Wind blows it slowly and scatter it. You never know what love is. And I was in vain waiting for. . God&#39;s mercy on your heart, female. I do not apologize. I know love, but. I had no choice. The flood of sorrow was wasting my chest. And love was a fire ..... hid. It was sun. And he disappeared when the night folded during the day. A bird was singing over my cilia. When the hunter came, he flew. Oh if the rulers were not fired. In my skin dogs compete. Oh if they didn&#39;t fill my blood stream with oil. My breath is dust. Oh if they hadn&#39;t planted tears. Spies on my eyes. Oh if they didn&#39;t apply the blockade around me. I revealed my poems to my grandfather. Just as a cloud is dissolved in deserts. And sheathed magic in slaughter. And in the gap. And in the chest. And in all parts of the cold and free. And it lit the sailors. And for the stones. I hid a woman in my pocket. And Nizara was abolished. I know the love I am. But my love. He died hanging from an arterial cord. The dungeon of my heart. Do not think that he died a suicide .. Do not think that Dalia dried up. It did not bear fruit. Do not think it is love like a mess. If he had an effort to walk to Sara. Do not think and forgive him and me. I play tears. And I am bloodied. I live in remembrance. I have no time in my secret. To sing for drunks. Please excuse me. If I switched off my melodies. And I dropped the curtain. .... I do not have a false heart
",know love soul withered body wound heal desert flame poet desert extinguished complete explosion prepared heart love jacket hurt pulse fired howling dead relic ash shrapnel slowly scatter know love vain mercy heart female apologize know love choice flood sorrow wasting chest love fire sun night day bird singing hunter fired skin compete fill blood stream oil breath dust apply blockade around grandfather cloud magic slaughter gap chest cold free woman pocket know love love arterial cord dungeon heart think suicide think bear fruit think love mess effort walk think forgive play live remembrance time secret sing excuse curtain false heart
Positive,Positive,"Nice experience and I will be back again. The breakfast is delicious and the place is great and beautiful. Parking
",experience back breakfast delicious place great beautiful
Positive,Positive,"When the professor talks, everyone should be silent, and silence is forbidden in the beauty of beauty ... What is this magnificence in photography .. I did not find the most wonderful of him in describing the human soul&#39;s theses .. One of the most beautiful stories that I read ...
",professor everyone silent silence beauty beauty magnificence photography find wonderful describing human beautiful read
Positive,Positive,"I recommend the hotel and I will repeat the experience later, God willing. Everything and thanks are due to Brother Yusuf, whom I have not had the chance to meet despite his efforts with us. The absence of paintings on Dubai roads indicating the Festival City area
",recommend repeat experience willing thanks due chance meet despite absence
Positive,Positive,"I recommend it to families. Surprised at some of the comments, I lived in the hotel and found it very wonderful. Fast login and faster exit, the presence of wonderful balconies and views, and in the eighth floor there is a section for children, a nursery, games and special programs for them and the presence of a swimming pool for adults and children. Excellent hygiene despite the fact that the furniture is an old model and needs renewal. The size of the rooms and I do not recommend listening to some exaggerated negative opinions. I also wish the hotel management to reconsider the pricing.
",recommend wonderful login faster exit presence wonderful floor section children nursery games special presence swimming pool children hygiene despite fact furniture old model renewal size recommend exaggerated negative wish management reconsider pricing
Positive,Positive,"Exceptional. Great and cheap hotel suitable for families There are no wines or discos in the hotel more than ten times I live in my favorite hotel. nothing
",cheap suitable ten live favorite nothing
Positive,Positive,"The focus of the book or the issue that the writer wants to prove in his book is that the world and the hereafter are one way and that religion is the primary ruler and that proverbs are of an hour&#39;s quality for your heart and an hour for your Lord and no religion in politics and religion for God and the nation for all are empty proverbs that do not aim For nothing other than emptying religion from its real content ... The writer managed to communicate his idea strongly and what I liked most about the book is its ease, clarity and ability to derive what is inside the crusts, as it was not satisfied with explaining the apparent from the aforementioned hadiths, but exceeded that by deducing between the lines from Meaning confirms the greatness of this religion and how it is the immortal miracle of God .... This book is my beginning T with Mtabat Professor Muhammad Qutb and the praise of God a good start
",focus book writer prove book world way religion primary ruler quality heart hour religion politics religion nation empty aim nothing religion real content writer communicate idea strongly liked book ease clarity ability derive inside satisfied apparent greatness religion immortal miracle book beginning praise good start
Positive,Positive,"I like it. The hotel is great place, service, cleanliness and even cafes. Small swimming pool
",great place service cleanliness swimming pool
Positive,Positive,"A book that is very rich in knowledge, answered some of my questions, and emphasized many of my expectations .. It also opened a door for me to think about some things from different aspects .. He added me a lot in many areas, as it was not limited to religious proofs, but many of the sciences overlapped in All parts of the book .. A distinguished book, stemming from the mind of its encyclopedia, definitely worth reading.
",book rich knowledge many think different lot many limited religious many book distinguished book mind encyclopedia definitely worth reading
Positive,Positive,"There is a lot of sense of the depositor, and the last thing written by Dr. Ghazi Al-Qossabi, may God have mercy on him, was to describe the patient’s condition with Alzheimer&#39;s, his sadness and physical poison in conveying the news of his death to his wife at the end of the book
",lot sense last mercy describe condition sadness physical poison news death wife book
Positive,Positive,"very good. . The hotel is very far from the beach and the picture in the internet is close to the beach. False picture. I did not like it, and the price of the night is very high.
",good far beach picture internet close beach picture price night high
Positive,Positive,"The best hotels in Dubai. Fine service, great hygiene, full kitchen, spacious rooms, elegant location. nothing
",best service great hygiene full kitchen spacious elegant location nothing
Positive,Positive,": //. The truth of the novel de conquered me:. The facts of Katiyeier showed very little what they knew before. I expressed the revolution by what you get. I expressed the suffering of people and what could be reached if the situation is preferred as it is. In spite of their suffering, there is a good thing in them. No hard novel above description. She shocked me, cried, excited me, blindfolded me, and moved every need
",truth novel conquered little revolution get suffering people situation preferred spite suffering good hard novel description excited blindfolded every need
Positive,Positive,"Exceptional. The hotel is very excellent and its value is the hotel as well. The hotel staff is very helpful and very close to the entertainment and shopping places and I highly recommend it for families. there is nothing
",excellent value well staff helpful close entertainment shopping highly recommend nothing
Positive,Positive,"good. . They asked us to pay the full amount via the card at the time of attendance and at checkout they asked us to pay the card again and then we refused to pay because the amount was withdrawn and the receptionist insisted on the payment and then the reception manager came and was understood that the amount withdrew and does not need to pay again.
",good pay full amount via card time attendance pay card pay amount receptionist payment reception manager amount need pay
Positive,Positive,"I finished it for a while. One day I remember it the most that compliments me because it contains a strange black quantity. A beautiful novel
",finished day remember strange black quantity beautiful novel
Positive,Positive,"A very beautiful novel that deserves good reputation and fame and, of course, the Poker Prize ... very fun in a smooth manner ... It draws you from the beginning. The translation makes you think of it as a Filipino novel translated into Arabic, surprising that the writer is Kuwaiti, not realizing the truth except in the last lines of the novel in a very short translation made it a narration closer Reality from fiction, and there are actually many similar stories, so if Jesus and Josephine were a novel that we read, then we can be sure that the reality includes many people who resemble them with differing details ... to A we are the reason we obtained it but inherited it, it plundered a lot of pleasure and joy from us, it seems that we differ a lot from inside us, we are dispersed .. This is how when we sanctify habits that God did not descend from Sultan .. they do not differ a lot from us they had great aspirations such as Josephine that was She aspires to finish her studies and get a good job, many of them are chaste women whose difficult circumstances limited them to work in homes and they did not want vice, such as Josephine when she said my master left my country to escape such things, and she also asked him to confirm after the marriage was this only we become a couple? She was not sure yet that Rashid had rightly become her husband. They are humans just like us. According to the reference, except that we enter religion and bring it into our affairs as we like, and by this we do harm to ourselves first and foremost. As for religion, it is preserved by the Almighty and sanctified .. As is always the case, not everything that a person develops realizes, and the reality is not like imagination. There is no return of Jesus to the Philippines and his surrender, even though he has the right to enjoy living in Kuwait, being materially better than the Philippines like any Kuwaiti, but this thing won the novel a lot of realism ... In short, I say the novel is very beautiful, really worth reading ... Thank you Saud Al Sanousi ..
",beautiful novel good reputation fame course fun smooth manner beginning translation think novel surprising writer truth except last novel short translation narration closer fiction actually many similar novel read sure reality many people resemble reason inherited lot pleasure joy differ lot inside sanctify descend differ lot great finish get good job many chaste difficult limited work vice master left country escape confirm marriage become couple sure rightly become husband reference except enter religion bring harm first foremost religion preserved everything person reality imagination return surrender right enjoy living better novel lot realism short say novel beautiful really worth reading
Positive,Positive,"Great hotel. Quiet and very clean hotel and the degree of honesty is very high, the safety was excellent, the level of service is distinct and professional and the most important thing is the hotel is close to everything, I was enjoying going down the hotel in a wonderful way and my daughters were enjoying the place .. none.
",clean degree honesty high safety excellent level service distinct professional important close everything going wonderful way place none
Positive,Positive,"War is peace ... freedom is slavery ... ignorance is power, these are the principles of the party and the phrase that serves the strongest ideology in all totalitarian regimes ... a beautiful novel written by Arthur Rick and when it was said that for all time it was not wrong, so by measuring all events you find that you You see it in your life in a system that governs you in the grip of the big brother who wants to control everything, even those that concern you, such as feelings and dreams .. The hero Winston and his girlfriend Julia, their crime was a crime of thought. Loyalty is lack of awareness and thinking means for the monitoring services and the thought police is a crime .. In The room happens what the big brother wants, faces the culprit with his fears and what happened with Smith Winston Gossi Brain, beat himself and loved in the last Big Brother .... successfully propagated brainwashing process.
",peace freedom slavery ignorance power party phrase strongest ideology totalitarian beautiful novel time wrong find see life system grip big brother control everything concern hero girlfriend crime crime thought lack awareness thinking means monitoring thought police crime room big brother culprit beat loved last successfully process
Positive,Positive,"I am following people from different directions of the revolution, but they share a need when Mustafa Ibrahim&#39;s biography comes. All of them say, Mawlana. Now you know Mawlana, what does it mean?
",following people different directions revolution share need biography say know mean
Positive,Positive,"Relax. Location of the hotel, room. Bathroom, place design. The length of lanes and the absence of a delivery trolley The difficulty of knowing where to control the lights
",room place design length absence delivery trolley difficulty knowing control
Positive,Positive,"Diameter . I thank them for their efforts in giving me a large wing instead of my small wings for the same price.
",thank giving large wing small price
Positive,Positive,"The book is very, very, very good..In a lot of people, it sure attacked and criticized it because it attacked many idols from people with a taste for its worship..People will see the content as shocking and disbelieving and a cause of immorality and promiscuity due to the call to respect the freedom of the other ... an invitation to fanatics and extremists. I wish you could be freed from your chains an hour at a time..and read the book neutrally and rationally ... Their levels and the link between them ..
",book lot people sure many people taste see content shocking disbelieving cause immorality promiscuity due call respect freedom invitation wish hour read book neutrally rationally link
Positive,Positive,"If he returned a groom, he would have chosen it for the first night. Clean, comfortable, quiet, close to campus, sophisticated staff deserves. The internet service was not working for a malfunction
",groom first night comfortable quiet close campus sophisticated staff internet service malfunction
Positive,Positive,"Al-Tantouriyah is a novel that taught me and taught me how much I am ignorant and I know nothing about Palestine. We always say Palestine suffers and our people in Palestine are persecuted and they all suffer words I thought I understood and I did not really feel it except when I read Tantoora. I was ashamed of myself reading it
",novel much ignorant know nothing say people suffer thought really feel except read reading
Positive,Positive,"good. Quiet location.
",good location
Positive,Positive,"Excellent. The place, hygiene, psychological comfort, and beauty of the hotel. There are no comprehensive offers with the suite, such as breakfast, for example.
",place hygiene psychological comfort beauty comprehensive suite breakfast example
Positive,Positive,"Medech five stars from a while. Void laughing or rather chuckling as long as you browse cartoons. All comics revised from before. A book in his time
",five long browse book time
Positive,Positive,"I would have given her stars had it not been for her open end. I hate these ends .. I am looking at what will happen at the end of the novel until I reach the last page, so I find the option open to the reader&#39;s imagination. Regardless, it is a beautiful novel with a distinctive idea..and its style of writing is fun.
",open hate looking happen novel reach last page find option open imagination beautiful novel distinctive style writing fun
Positive,Positive,"Exceptional. Location and calm. The furniture is old and the breakfast is small
",calm furniture old breakfast small
Negative,Positive,"Their events kept me intact in all their details, and they kept me secretly and soon to do so until I came to my consciousness and woke up to the sound of a missile or missile hitting, while another bullet stole a new soul. Wonderful with everything in it, from her words to her strength and difficulty and even the complexities and contradictions of her reality. That archer Ibrahim Nasrallah hit his target precisely
",intact secretly soon consciousness sound missile missile bullet new soul everything strength difficulty reality archer hit target precisely
Negative,Positive,"Natures of tyranny and wrestler slavery to Abdul Rahman Al-Kawakibi. Although the book was written more than a hundred years ago, it is not like tonight yesterday. I recommend reading this book as long as there are nations suffering from tyranny. The book will remain a reference more than adequate to the nature of tyranny and how to get rid of it.
",tyranny wrestler slavery book ago yesterday recommend reading book long suffering tyranny book remain reference adequate nature tyranny get rid
Positive,Positive,"fantastic place . Cleanliness and comfort. The second bathroom in the apartment was narrow and lack of positions
",fantastic place comfort second bathroom apartment narrow lack
Positive,Positive,"wonderful wonderful wonderful . Beautiful style and very smooth expression. A very, very, very deep description of an individual’s feelings in these difficult circumstances. Each important line can not be excluded or neglected any part of the story ... I made me cry and very shocked by the cruelty and realism of the events, unfortunately. I was very touched by the story and all its decisions in one day, despite my concern, I could not leave the book until after I gave it away and knew its end. Beautiful and very respectful style, completely different from the usual style of Arabic novels. A wonderful description of all human conflicts. I benefited and knew the natures of the peoples of the two countries. I am very happy to read this book, which is at the top of my favorite books list. He deserves a thousand prizes and not only the Arab Poker Prize
",wonderful wonderful wonderful style smooth expression deep description difficult important line part story cry cruelty realism unfortunately story day despite concern leave book away respectful style completely different usual style wonderful description human two happy read book top favorite list thousand
Negative,Positive,"I listened to his reading just as I was agonized ... mocking with pain ... laughing mixed with groans and tears. A good book for quotes
",reading mocking pain mixed good book
Positive,Positive,"good. The location is close to the markets. The services provided by the reception staff are very poor because there is one person and they wait a minute on the floor to ask a question. Does this make sense for a large hotel like your hotel? Thank you
",good location close reception staff poor person wait minute floor ask question make sense large
Positive,Positive,"The unknown that we frantically search for without knowing why and where, death and adjacent life, whether in the maze of government circles or between the surface and the surface of the earth, without Jose the only name among the characters of the novel lives in a middle filled with abstract names but when he searched for one of them he discovered that Names hide many letters between her, he personally did not recognize himself much and left himself for many internal complications and dialogues created by Saramago with a philosophy, irony and exciting diversity ,, the novel ended and the search for the unknown did not end and all contradictions remained adjacent ,,, a wonderful novel
",unknown frantically search without knowing death adjacent life government surface surface earth without novel middle abstract hide many personally recognize much left many internal philosophy irony exciting diversity novel ended search unknown adjacent wonderful novel
Positive,Positive,"This is the first novel I read to Hakim, but it certainly will not be the last except for the play Madness River. I never expected, before starting, to laugh with all my heart and enjoy all this joy. A wonderful work in a critical and satirical style that talks about those laws imported from abroad that are not appropriate for the Egyptians and that the simple Egyptian people cannot understand and that is in a beautiful and very funny style that made me increase love for the Egyptian people in general and his satirical book in particular. I think that the only weakness is that it will not be understood by everyone to the same extent .. With the exception of the Egyptians and who understands the Egyptian accent and the fact that the Egyptian people are simple, I think that someone who will read them will miss a lot of fun and hidden meanings between their lines and the fact that I was surprised a lot when I learned that they Localized for a large number of languages
",first novel read certainly last except play laugh heart enjoy joy wonderful work critical satirical style abroad appropriate simple people understand beautiful funny style increase love people general satirical book particular think weakness everyone extent exception accent fact people simple think read miss lot fun hidden fact surprised lot learned large number
Positive,Positive,"A group of wonderful articles. I think part of it chronicles the time period, and the rest is criticized and reprimanded for the situation in America and Iraq
",group wonderful think part time period rest situation
Positive,Positive,"A book worth reading and contemplating in its words, simple and clear, far from complications .. I choose your life and your reality as you like it as your choice for your daily coffee I enjoyed so much.
",book worth reading simple clear far choose life reality choice daily coffee much
Positive,Positive,"Wonderful. nice place.
",nice place
Positive,Positive,"A very sweet fortune that reads the novel before the movie is shown .... The film is a deformed deformation with regard to the creativity of the novel.
",sweet fortune novel movie film deformed deformation regard creativity novel
Positive,Positive,"Children who did not feel the value of their mother&#39;s existence in their lives until after she lost it. But then what is it too late ..
",feel value existence lost late
Positive,Positive,"And not the most amazing truth .. The feelings of Bilal, Abeer, Azza and Amr are the same idea. Their dialogues are capable of transporting people from one world to another.
",amazing truth idea capable people world
Positive,Positive,"A nice, cute and light book with sweet notices
",nice cute light book sweet
Positive,Positive,"I am not fighting to win, but rather that my right is not lost. Khaled Al-Haj Mahmoud ... a wonderful novel that depicts the history of Palestine during the period of Turkish slavery, until the British abdication of power in favor of the Jews. Tired of events, and many are disappointments, we ask God for an urgent victory other than God, Lord.
",win right lost wonderful novel history period slavery abdication power favor many ask urgent victory
Positive,Positive,"Rest and recuperation. The cleanliness, the large area of the suite, the speed with which requests are met, the location ... the menu is too expensive.
",recuperation cleanliness large suite speed location menu expensive
Positive,Positive,"The book&#39;s layout is beautiful in terms of colors and pictures. The book is divided into sections. The first talked about the reason for concern about signs and rules in dealing with them. The second minor signs that have occurred and have not yet occurred. The writer spoke of them in some detail or brevity, and perhaps a division of one of the signs occurred in its place. The Three Great Signs. What I liked most about the book is mentioning any shapes, caution, or clarification with a square and answering it, as many of them were going on in my mind =. I do not know why I enjoy so much Al-Areefi&#39;s books and love to redeem them quickly and read them again ..
",beautiful book first reason concern second minor writer detail brevity division place liked book caution clarification square many going mind know enjoy much love redeem quickly read
Positive,Positive,"It was an enjoyable visit, and I hope to repeat it again. The proximity to the campus and breakfast and the hotel staff treat is excellent. The positions are narrow and limited
",enjoyable visit hope repeat proximity campus breakfast staff treat excellent narrow limited
Positive,Positive,"United Arab Emirates . The services are fast .. the rooms are clean .. the breakfast is good .. the location is excellent ...
",fast clean breakfast good location excellent
Positive,Positive,"good. Frankly, sweet location, excellent reception service and cleanliness. Coffee shop is missing in the morning
",good sweet location excellent reception service cleanliness shop missing morning
Positive,Positive,"Ibrahim Essa if you followed him neutrally and not baffled him or against him. It is people who can attract you to him and to his writing. A tightly written novel, sketch and description with interest for the characters. But the empty filling and narration was more than the core of the events. In his novel, he retaliated against the ruling regime, but in a way that would not cross the mind of the length of the novel. Through the brother-in-law of the president&#39;s son, it is a really great loophole. I liked some of Mawlana Hatim Al-Shinnawi&#39;s propaganda terms and as elders they say they are peelings of religion, that is, its surface. They do not say its depth because they do not find anyone who understands it or funds it for the media, but the scales are funded. Of course, I will not judge my disagreement or my agreement with him on any religious matters, because they are based on fake characters. The bottom line is that the novel defects it in its literary judgments, narration style, and dialogue are colloquial Ali Foshi. I think from my point of view, it is cut off from writing, then returning to the sequel, but it is a good novel.
",neutrally people attract writing novel sketch description interest empty narration core novel regime way cross mind length novel really great loophole liked say religion surface say depth find funds media course judge disagreement agreement religious fake bottom line novel literary narration style dialogue colloquial think point view cut writing sequel good novel
Positive,Positive,"Those messages charged with all that frustration, confusion and questions, full of pain and pain and sometimes happiness after a long wait ... all those feelings, including what makes us cry and some that paint our lips a smile of hope again. From the experiences of others, we derive wisdom, hope, and recitation ... As for the wonderful Abdul Wahab Mutawa, what do I say in order to give him his full right, as he is the spiritual father and the clump in its full loving image. We must mourn the loss of such a wise heart ... Our Lord, have mercy on your sweet soul, your kind heart and your wise mind ..
",charged frustration confusion full pain pain happiness long wait including cry paint smile hope others derive wisdom hope recitation wonderful say order give full right spiritual father clump full loving image mourn loss wise heart mercy sweet soul kind heart wise mind
Positive,Positive,"The book is wonderful, new, and beautiful. It is in general and very simple style. The writer is a smart thinker and observer of life matters. The book is much: ..
",book wonderful new beautiful general simple style writer smart thinker observer life book much
Positive,Positive,"I do not replace the sorrows of my heart with the joys of people. I am not satisfied that the tears that turn away from depression will turn from my sorrows and become laughter. In it he talked about love, nature, beauty, friends, separation, death, pain, memories, poverty and perfection ... his style is very elegant and elegant book that crushes reading
",replace heart people satisfied turn away depression turn become laughter love nature beauty separation death pain poverty perfection style elegant elegant book reading
Positive,Positive,"The most wonderful hotel I lived in Dubai at a very cheap price. everything. nothing
",wonderful cheap price everything nothing
Positive,Positive,"Wonderful, but not suitable for the elderly. The reception staff are excellent, the buffet is varied and the hotel is generally clean. Away from the Holy Mosque meters
",suitable elderly reception staff excellent buffet varied generally clean
Negative,Positive,"Excellent. The rooms are comfortable, sleeping and excellent services. there is nothing
",comfortable sleeping excellent nothing
Positive,Positive,"Let me say that this book is in its time awwow due to the terrible wit it contains. The one actually felt that he bought the handbook on his wish:. The topics in it are all of your life .. the life of each one of us is with your family .. the faces of your apartment .. with your brother .. your atmosphere. Criticism, but with good taste ,, Laughter, but respectable .. The book looked in the metro People read with you and shake its head in what its meaning means. In college, all to sit with me, refuse, laugh, and love, and we close the book with the last chapter in it, and understand that life is not easy, and not everybody says it: a friend:. Wow, waiting for the next one, and enjoying the review, not the place, but the next time I will be more trained ..
",say book time due terrible wit actually handbook wish life life family apartment brother atmosphere good taste respectable book metro read shake head meaning means college refuse laugh love close book last chapter understand life easy everybody friend next review place next time trained
Positive,Positive,"Well ... I have to admit that I came out of this book with questions, not that knowledge that Muhammad Hassanein Heikal and Sami Al-Droubi promised me. I feel that I need some time to absorb the novel and absorb the shock .. The novel is closer to history than to literature .. They considered me foolish but they answered me:. Did Andic not write his novel along the lines of traditional historical novels, Jerji Zidan, and if we agreed that it is more professional, so to speak? Then does the bridge simply symbolize the fall and decline of civilizations? Is there no job for the bridge in the rear? I tried to penetrate into internal details more than external conditions ... the thing that tired me. But all I hope for is that I digest the novel .. Good, esophagus
",admit book knowledge feel need time absorb novel absorb shock novel closer history literature foolish write novel traditional historical agreed professional speak bridge simply fall decline job bridge rear tried penetrate internal external tired hope digest novel
Positive,Positive,"Excellent. The place is very clean. Lack of parking spaces for Parken
",place clean
Positive,Positive,"Barbara is dead .... there is an oil painting of her blazing in orange, yellow and purple colors illuminated chest of the library room .... It is painful that I will not see her or hear her voice again ... I get angry when I see things moving away ... All these changes The cruel accompanying old age. I want my friends to be here always and for the places to remain the same and for this amount of voices, faces and names to stop decreasing ... I do not want to touch my path as a blind person who breaks into new places but I want those places that welcome my return with a tolerant smile in this bitter presence ... I want To reside in my homeland .... And my first homeland was my books .. Manguel returns to the stages of his young age using books he previously read over a whole year .... He recovers ideas and sayings and weaves them with a colorful fabric detailing his daily life and his travels between cities, comparing both The old and new fabrics show global events, imparting personal thoughts about them. Contrary to my opinion, Mangwell describes this notebook as a little beauty and less intelligent, but enthusiastic, despite its shortness.
",dead oil painting blazing orange yellow purple illuminated chest library room painful see hear voice get angry see moving away cruel old age remain amount stop decreasing touch path blind person new welcome return tolerant smile bitter presence reside homeland first homeland young age using read whole year colorful fabric daily life comparing old new show global personal opinion notebook little beauty less intelligent enthusiastic despite
Positive,Positive,"Very beautiful and fun
",beautiful fun
Positive,Positive,"one of the best I have ever read. A charming novel
",best read charming novel
Positive,Positive,"more than great . The location and the screen of the staff. Tight bathroom
",great location screen staff bathroom
Positive,Positive,"I remember while I remember that I read or started reading this book in the past, but the memory does not help me with a final decision on this even after finishing re-reading it again .. Of course everyone who reads this book realizes the frightening and confusing similarity with the state of Egypt these days and of course The splendor of this book lies in the ability to predict and extrapolate what the situation will be based on according to the actions of governments and the morals of the people .. What I liked most about Utopia is that it is not only a social account of what the writer expects to happen within ten years, but the attempt to extrapolate within the reasons The results and motives behind this farce are an attempt to read For the same humanity and the reader’s involvement of the characters themselves while trying to reach the motives and reasons behind their actions and beliefs, utopia discusses human greed in the lowest form, the ability to transform mental and logical abilities to keep pace with the surrounding environment, trying to understand or extrapolate where things go to us .. Jabir has some hatred He has intelligence, cowardice, courage, nobility in the middle of this quagmire, and of course, his sister, Safia, defends with all his might the power of her will and the freedom of her choices, as Rasim says ... Germinal, the innocent insignificant girl, and how he is still clean inside despite all her sins .. and the most important character She is the utopian boy who doesn&#39;t The writer committed himself to his name, and if he had known himself to the jealousy with Alaa, the mysterious figure who would almost understand him at the beginning of the novel and then be disgusted by his actions and that internal darkness that governs his actions, the insignificance of himself, which is revealed in his words when he attacked Safiye .. Side characters such as Al-Sarjani and Azza and Sumaya and Abd al-Zahir also devise for her psychological dimensions that are intertwined throughout the events .. The novel discusses consumer religion, morals and many other social and psychological dimensions..I only fault with the novel that you feel while reading it that you are watching an American movie translated, even if this brings the language closer and Juvenile breeding events to watch these movies may be Justified in the events of the novel to overlap the Egyptians with the Marines and the Israelis, but he sometimes dominated the narrative in my opinion, which reduces the affiliation of Arabic literature and an example of this I really hate his guts, as the Americans say. Jaber and Germinal after him summarize the painful situation in Utopia in the poem Abdul Rahman Al-Abnudi We are two peoples .. two peoples .. two peoples .. Look first, where is the time? And performed the line between the two Pivot ........
",remember remember read reading book past memory help final decision course everyone book frightening confusing similarity state course splendor book ability predict extrapolate situation according people liked social account writer happen within ten attempt extrapolate within behind farce attempt read humanity involvement trying reach behind utopia human greed lowest form ability transform mental logical keep pace surrounding environment trying understand extrapolate go hatred intelligence cowardice courage nobility middle quagmire course sister power freedom innocent insignificant girl still clean inside despite important character boy writer jealousy mysterious figure understand beginning novel disgusted internal darkness insignificance devise psychological intertwined throughout novel consumer religion many social psychological fault novel feel reading movie language closer breeding watch novel overlap narrative opinion affiliation literature example really hate say summarize painful situation poem two two two first time line two
Positive,Positive,"The price is overrated. The location is excellent and the reception staff are respectful and helpful. The price is very, very exaggerated. There are many furnished apartments in the same neighborhood, specifically on the same street. But the price is much cheaper.
",price overrated location excellent reception staff respectful helpful price exaggerated many neighborhood specifically street price much cheaper
Positive,Positive,"I hesitated a lot before starting it. The title did not attract me much. But I did not regret reading it at all. Very nice. It appears that it is a biography of the author, in which he talks about his childhood and talks about his hometown Abha. Much has been mentioned about village life, herding and customs in it. And he talked about the many and intellectual stages he went through in his life. He started entering the school for memorizing the Qur’an and the cruelty and ill-treatment he received from teachers there. Then his transfer and friction with a group that made him an extremist fundamentalist, through which he almost became a terrorist. Then the last shift in his personality to become moderate and discover his mistake. And he talked about all his feelings and feelings in every stage he lived in. There is much to quote on this book that I strongly like. It will not be my last reading of this author. I liked it:
",lot title attract much regret reading nice biography author childhood hometown village life many intellectual life entering school cruelty received transfer friction group extremist fundamentalist terrorist last shift personality become moderate discover mistake every stage much quote book strongly last reading author liked
Positive,Positive,"Very beautiful hotel. The location, cleanliness, size of the wings and view are all beautiful and breakfast is also included. nothing
",beautiful location cleanliness size view beautiful breakfast nothing
Positive,Positive,"The story of Rajab Ismail, the human .. Another wonderful Munif masterpieces.
",story human wonderful
Positive,Positive,"Bab Al-Shams’s novel, Elias Khoury, talks about the migration of Palestinians from the north to Lebanon and their lives in the camps. I reflected a lot when I read them and cried more with their personalities.
",novel migration north lot read
