Original Text,Original Tag,Senti Score 
"رواية تسكن كل فتاة. ابدعت احلام مستغانمى ف هذه الرواية كماهو المعتاد
",Positive,Positive
"استثنائي. . عدم توفر مواقف للسيارات ف ط
",Positive,Positive
"عندما نتأمل سنكتشف شيئا جميلا و مذهلا.. ليس بالضرورة أن يكون اختراعا... ربمايكون أجمل من ذلك . ... ابتسامة لم ننتبه لها .. أو قلب لم نحس بنبضه من قبل ... ...
",Positive,Positive
"اجمل فنادق جده . اجراءات الدخول سريعه جدا وكذلك الخروج. لايوجد
",Positive,Positive
"الشئ الوحيد الذى منعنى من قراءه هذا الكتاب دفعه واحده .. هو ما بين الفينه والاخرى عمروووووو .. انزل جيب مش عارف ايه .. عمروووووو .. روح خلص المشوار اللى مش عارف ايه .... الكتاب رائع جدا .. عمر طاهر يتميز فى الكتابه الساخره باسلوبه البسيط الشقى ... اكثر ما اعجبنى فى هذا الكتاب .. فقره المسلمين الجدد .. وازاى مصر شبه الكوره .. و طريقه للتخلص من الكتاب .. و فقره وصفه لفتاه احلامه .. احسسته يكتب عن فتاه احلامى انا ... الكتاب فى مجمله رائع جدا لمن يحب القلش .. ويعشق السخريه على حال البلد والناس ..
",Positive,Positive
"رائعة .. من أروع قراءات حياتي
",Positive,Positive
"جيد. مريح و القيمة مقابل الخدمة جيدة ونظيف. الخدمات المقدمة لاترتقي بخدمة تصنيف أربعة نجوم الكافتيريا و المطعم و البوفيه و الاستقبال و خدمات الغرف و الحمام جميعها تصنيف عادي جدا اقل من ثلاثة نجوم يرجي التطوير
",Positive,Positive
"تأثيره رااااااااااائع. كتاب ممتع جداااا. وخاصة هاتف النسيان
",Positive,Negative
"أنت لا تقرأ لصاحب الظلال هنا تقرأ للحبيب الموجوع تارة وللرفيق العاشق تارة أخرى .. برغم من إن القصة كتبت في بداية مشواره الأدبي إلا أنهاأمتلئت بفلسفة عميقة وتأملات فكرية وتحليل دقيق للكثير من المواقف العابرة لكن أسلوبه الأدبي هنا كان الأضعف .
",Positive,Positive
"تجربه جميله. . الطعام كان ممتاز الغداء والافطار. حين وصولي رغبت في الغاء حجز الغرفة الثالثة ولم يسمح لي بذلك. المبلغ الظاهر في موقع الحجز ليس مبلغ اجمالي بدون الضرائب وهذا سيئ لأن المبلغ الذي دفعته أكثر.
",Positive,Positive
"تاني كتاب اقرأه لمصطفى محمود..وكالعادة الكتاب رائع وبيفتح أبواب في العقل كنت بفتكرها مقفولة أو جايز محرمةوأجمل حاجة مميزة في أسلوب مصطفى محمود عموما البساطة الشديدة في تناول موضوعات معقدة زي دي،وبالنسبالي جه في وقت مناسب جدا لاهتمامي بتفسير القرءان الكريم،جايز النجمة دي بس علشان التكرار والإطالة في بعض النقط والخروج عن الموضوع أحيانا،لكن مجملا الكتاب مفيد جداويستحق القراءة
",Positive,Positive
"أجمل بكثير من التوقعات حفلة رأس السنة.. المكان يبدو جميلا و الحفلة منظمة جدا.. المكان كبير و به حدائق واسعة و حمام سباحة ضخم.. كان جميع الطاقم ودودون و كذلك مسئولة علاقات النزلاء و التي أمدتنا بالبيانات التي احتجت إلى معرفتها و بالواقع فان التعليق السابق هو ما جعلني أتذكر اسمها أظن أنها نفس الفتاة نهى.. أصدقائي و لقد قضيت أوقات طيبة هناك مع ذكريات حسنة.
",Positive,Positive
"خيالي . كل شي. النت في الغرفه
",Positive,Positive
"جيد. المواصلات ومساحة الغرف وكثرة الاصانصيرات ومواقف السيارات وراحه الاسره. عدم وجود عازل بين الغرف ودورة المياة ليست جيدة بمايكفي
",Positive,Positive
"أحد أهم أسباب التمتع في السفر مكان الإقامة أحد أهم أسباب التمتع في السفر مكان الإقامة ،فقد أقمت في الفندق ليلة مع العائلة بجناح وغرفتين تنفيذية ستة أشخاص ، الفندق جديد ونظيف وهادئ ومطل على البسفور، والأفطار بالتراس الصباح من أمتع الأوقات ويمكنك مشاهدتة أسطنبول من الدور .
",Positive,Positive
"أعرف الحب ولكن . هتفت بي إنني مت انتظارا. شفتي جفت. وروحي ذبلت. و الجسم غارا. وبغاباتي جراح لا تداوى. و بصحرائي لهيب لا يدارى. فمتى يا شاعري. تطفئ صحرائي احتراقا. ومتى تدمل غاباتي انفجارا. إنني أعددت قلبي لك مهدا. و من الحب دثارا. وتأملت مرارا. و تألمت مرارا. فإذا نبضك إطلاق رصاص. و أغانيك عويل. وأحاسيسك قتلى. وأمانيك أسارى. وإذا أنت بقايا. من رماد و شظايا. تعصف الريح بها عصفا و تذروها نثارا. أنت لا تعرف ما الحب. وإني عبثا مت انتظارا. . رحمة الله على قلبك يا أنثى. ولا أبدي اعتذارا. أعرف الحب و لكن. لم أكن أملك في الأمر اختيارا. كان طوفان الأسى يهدر في صدري. وكان الحب نارا ..... فتوارى. كان شمسا. واختفى لما طوى الليل النهارا. كان عصفورا يغني فوق أهدابي. فلما أقبل الصياد طارا. آه لو لم يطلق الحكام. في جلدي كلابا تتبارى. آه لو لم يملؤوا مجرى دمي زيتا. وأنفاسي غبارا. آه لو لم يزرعوا الدمع. جواسيس على عيني. آه لو لم يطبقوا حولي الحصارا. لتنزلت بأشعاري على وجد الحيارى. مثلما ينحل غيم في الصحارى. ولأغمدت يراع السحر في النحر. وفي الثغر. وفي الصدر. وفي كل بقاع البرد و الحر. ولأشعلت البحارا. ولأنطقت الحجارا. ولخبأت امرأ القيس بجيبي. ولألغيت نزارا . أعرف الحب أنا. لكن حبي. مات مشنوقا على حبل شراييني. بزنزانة قلبي . لا تظني أنه مات انتحارا.. لا تظني أنه دالية جفت. فلم تطرح ثمارا. لا تظني أنه حب كسيح. لو به جهد على المشي لسارا. لا تظني و اصفحي عنه و عني. فأنا أعزف دمعا. وأنا أشدو دماء. وأنا أحيا احتظارا. وأنا في سكرتي لا وقت عندي. كي أغني للسكارى. فاعذريني. إن أنا أطفأت أنغامي. و أسدلت الستارا. .... أنا لا أملك قلبا مستعارا
",Positive,Negative
"تجربة جميلة وسأعود مرة اخرى . الافطار لذيذ والمكان رائع وجميل. مواقف السيارات
",Positive,Positive
"عندما يتحدث الاستاذ يجب ان يصمت الجميع فالصمت في حرم الجمال جمال ... ماهذه الروعه في التصوير .. لم اجد اروع منه في وصف مكنونات النفس البشريه .. من اجمل المجموعات القصصيه التي قراتها ...
",Positive,Positive
"أوصي بالفندق وسأكرر التجربة لاحقا انشاء الله . كل شي والشكر كل الشكر موصول للأخ يوسف الذي لم أحظ بمقابلته رغم جهوده التي بذلها معنا. عدم وجود لوحات في طرق دبي تدل على منطقة الفاستيفال سيتي
",Positive,Positive
"انصح بة للعوائل . استغرب من بعض التعليقات فسكنت في الفندق ووجدتة راائع جدا تسجيل دخول سريع وخروج اسرع وجود بلكونات ومطلات رائعة وفي الدور الثامن وجود قسم للاطفال وحضانة والعاب وبرامج مميزة لهم ووجود مسبح للكبار والاطفال النظافة ممتازة رغم ان الاثاث طرازة قديم ويحتاج تجديدوالاضاءة خافتة ورومنسية انصح به للعوائل حيث الكبر واتساع الغرف ولا انصح بالاستماع لبعض الاراء السلبيه المبالغ فيها ،، كما اتمنى من ادارة الفندق اعادة النظر في التسعيرة.
",Positive,Negative
"استثنائي. فندق رائع و رخيص ويصلح للعوائل لا توجد خمور ولا مراقص في الفندق اكثر من عشر مرات اسكن الفندق فندقي المفضل. لا شئ
",Positive,Positive
"محور الكتاب أو القضية التي يريد الكاتب أن يثبتها في كتابه هي أن الدنيا و الآخرة طريق واحد و أن الدين هو الحاكم الأساسي و أن الأمثال من نوعية ساعة لقلبك و ساعة لربك و لا دين في السياسة و الدين لله و الوطن للجميع كلها أمثال فارغة لا تهدف لشيء سوى تفريغ الدين من مضمونه الحقيقي... استطاع الكاتب ان يوصل فكرته بشدة و ما أعجبني في الكتاب أكثر هو سهولته و ووضوحه و قدرته على استنباط ما بداخل القشور فهو لم يكتفي بشرح الظاهر من الأحاديث المذكورة و إنما تعدى ذلك باستنباط ما بين السطور من معاني تؤكد عظمة هذا الدين و كيف أنه معجزة الله الخالدة .... هذا الكتاب هو بداياتي مع متابات الأستاذ محمد قطب و بحمد الله بداية موفقة
",Positive,Positive
"عجبني . الفندق رائع مكان وخدمه ونظافه وحتى الكافيهات اللي فيه. حمام السباحه صغير
",Positive,Positive
"كتاب ثري جدا بالمعرفة، أجاب على بعض تساؤلاتي، وأكد على الكثير من توقعاتي.. كذلك فتح لي باب للتفكر في بعض الأمور من نواحي مختلفة.. أضاف لي كثيرا في مجالات كثيرة، حيث انه لم يقتصر على البراهين الدينية بل تداخلت كثير من العلوم في جميع أجزاء الكتاب.. كتاب مميز، نابع من عقل موسوعه،يستحق القراءة بكل تأكيد.
",Positive,Positive
"فيها من حس المودع الكثير، وقد كانت آخر ما كتبه الدكتور غازي القصيبي رحمة الله، تصف حال المريض بالزهايمر، محزنه وقشعر بدني في نقل خبر وفاته لزوجته في نهاية الكتاب
",Positive,Negative
"جيد جدا. . الفندق بعيد جدا عن الشاطي و الصورة في الانترنت قريب من الشاطئ صوره كاذبه هذا لم يعجبني و سعر الليله مرتفع جدا
",Positive,Positive
"افضل الفنادق بدبي . خدمة راقيةنظافة رائعهادوات المطبخ كاملةالغرف واسعةموقع راقي. لاشيء
",Positive,Negative
"://. حقيقه الرواية دي قهرتني : . بينت حقائق كتيييييير جدا ماكنتش عرفاها قبل كده. عبرت عن الثوره من قبل ما تحصل. عبرت عن معاناة ناس و ايه اللي ممكن توصله لو فضل الحال كما هو عليه. وبرغم من معاناتهم الا ان فيهم لسه خيره. لا بجد رواية فوق الوصف. صدمتني و بكتني و حمستني وعصبتني و حركت كل حاجه جوايا
",Positive,Negative
"استثنائي. الفندق جدا ممتاز وقيمته الفندق كذلك وطاقم الفندق جدا متعاون وقريب جدا من اماكن الترفيه والتسوق وانصح بشده للعوائل. لا يوجد شي
",Positive,Positive
"جيد. . قاموا بطلب منا الدفع كامل المبلغ عبر البطاقه حين الحضور وعند الخروج طلبوا منا دفع بالبطاقه مره اخرى وعندها رفضنا الدفع لانه تم سحب المبلغ واصرت موظفه الاستقبال على الدفع وعندها حضر مدير الاستقبال وتم افهامه بان المبلغ انسحب ولايحتاج الى الدفع مرة اخرى .
",Positive,Positive
"رواية جميلة جدا تستاهل السمعة الطيبة والشهرة وطبعا جائزة البوكر ... ممتعة جدا بإسلوب سلس ... تشدك من البداية الترجمة تجعلك تفكر بكونها رواية فليبينية مترجمة للعربية ، تستغرب ان الكاتب كويتي ، لاتدرك الحقيقة إلا في آخر سطور الرواية باختصار شديد الترجمة جعلتها رواية اقرب للواقع من الخيال ، ويوجد بالواقع الكثير من القصص المشابهه ، لذلك وان كان عيسى وجوزافين رواية قرأنها فالنتأكد أن الواقع يضم العديد ممن يشبهونهم بإختلاف بعض التفاصيل .. جبروت العادات والتقاليد لم يصنعه إلا نحن ، أصبحنا لا نستمتع بحياتنا خوفا على مكانتا إلاجتماعيه التي غالبا لم يكن لنا نحن السبب في حصولنا عليها وإنما توارثناها ، سلبت مننا الكثير من المتعه والفرح ، ظاهرنا يختلف كثير عن داخلنا ، مشتتين نحن ..هكذا عندما نقدس عادات لم ينزل الله بها من سلطان .. لا يختلفون كثير عننا كانت لديهم طموحات كبيرة مثل جوزافين التي كانت تطمح لان تنهي دراستها وتحصل على عمل جيد كثيرا منهم العفيفات التي حدتهم ظروفهم الصعبة للعمل في المنازل و لم يرغبن بالرذيلة مثل جوزافين حين قالت سيدي تركت بلادي هربا من أمور كهذه ، كما انها سألته تتأكد بعد عقد القران أبهذا فقط نصبح زوجين ؟ لم تكن متأكده بعد بأن راشد أصبح زوجها بحق إنهم بشر مثلنا تماما. وفق أيضا بالإشارة إلا أننا ندخل الدين ونخرجه بإمورنا كيفما شئنا ، وبهذا نحن نسيئ لأنفسنا أولا وأخير أما الدين له من يحفظه جل وتقدس .. كما هو الحال دائما ليس كل ما يتنمى المرء يدركه ، والواقع ليس كما الخيال ، كنت لا أتمنى أبدا موت راشد ، ولا عودة عيسى لللفلبين واستسلامه مع أنه يملك الاحقية بالتمتع بالعيش بالكويت كونها افضل ماديا من الفلبين مثل أي كويتي ولكن هذا الشي اكسب الرواية الكثير من الواقعية ... بكل إختصار أقول الرواية جميلة جدا فعلا تستحق القراءة ... شكرا أ. سعود السنعوسي ..
",Positive,Positive
"فندق رائع . فندق هادئ ونظيف جدا ودرجة الامانة عالية جدا ،والامان كان ممتاز ، ومستوى الخدمة مميز ومحترف واهم شي الفندق قريب من كل شي ، انا كنت مستمتعة بالنزول في الفندق بشكل رائع وبناتي كانوا مستمتعين بالمكان .. لا يوجد .
",Positive,Positive
"الحرب هي السلام.. الحرية هي العبودية ..الجهل هو القوة ،هذه هي مبادئ الحزب و العبارة التي تخدم الايديولوجية الاقوى في كل الأنظمة الشمولية .. رواية جميلة كتبها آرثر ريك و حين قيل انها لكل زمن فهو لم يخطئ ،فبقياس كل الأحداث تجد أنك تراها في حياتك في نظام يحكمك في قبضة الأخ الكبير الذي يريد السيطرة على كل شيء حتى تلك التي تخصك كالمشاعر و الأحلام.. البطل وينستون و صديقته جوليا كانت جريمتهما جريمة فكر فالولاء هو عدم الوعي و التفكير يعني للاجهزة الرصد و شرطة الفكر جريمة.. في الغرفة يحدث ما يريده الأخ الكبير ، يواجه المذنب بمخاوفه و ما حدث مع سميث وينستون غسيل مخ ، انتصر على نفسه وأحب في الأخير الأخ الأكبر .... فتمت عملية غسيل المخ بنجاح.
",Positive,Positive
"الاسترخاء . موقع الفندق، الغرفة . الحمام، تصميم المكان. طول الممرات وعدم وجود عربة توصيل صعوبة معرفة مكان التحكم بالإضاة
",Positive,Negative
"قطر . اشكرهم ع جهودهم المبذوله في اعطائي جناح كبير بدلا من جناحي الصغير بنفس السعر.
",Positive,Positive
"الكتاب ممتاز جدا جدا جدا..في ناس كتير اكيد هاجمته وانتقدته عشان هو بيهاجم اصنام كتير من الي الناس بتتلذذ بعبادتها..ناس هتشوف المحتوى صادم و كفري و مدعاة للفسق و المجون نظرا للدعوة الى احترام حرية الاخر... دعوة للمتعصبين و المتزمتين..ياريت تتحرر من قيودك ساعة زمن..واقرا الكتاب بحيادية و عقلانية..مفيش حاجة تستدعي فوران دمك و ردود افعالك الي بتحسسنا انك مسؤول عن الكون..الكتاب ده هيساعدك... نقطة اخيرة..عجبني المبحث الاخير الي بيتكلم عن اللغة و مستوياتها و الربط مابينهم..
",Positive,Negative
"لو ارجع عريس كان اخترته لأول ليلة . نظيفمريحهادئقريب من الحرمتعامل الموظفين راقييستحق . خدمة الانترنت لم تكن تعمل لعطل ما
",Positive,Negative
"رائع. طاقم العمل. درج المواقف
",Positive,Positive
"الطنطوريه روايه أوعتني و عرفتني كم انا جاهلة و لا أعرف شيئا عن فلسطين. دائما ما نقول فلسطين تعاني و أهلنا في فلسطين مضطهدون و يعانون كله كلام كنت اظن أني افهمه و لكني لم أشعر به حقا الا عندما قرأت الطنطورية. خجلت من نفسي و أنا أقرأها
",Positive,Negative
"جيد. هدوء الموقع.
",Positive,Positive
"ممتاز. المكان والنظافة والراحة النفسية، وجمال الفندق. لا يوجد عروض شاملة مع الجناح كالإفطار مثلا.
",Positive,Positive
"مديتش خمس نجوم من فترة. مبطلتش ضحك أو بالأصح قهقهة طول ما بتصفح الكاركاتير. كل كاريكاتير أنقح م اللى قبله. كتاب جه ف وقته
",Positive,Positive
"كنت سأعطيها نجوم لولا نهايتها المفتوحة . بت أكره هذه النهايات .. فأنا من بداية الرواية اتطلع لما سيحدث في نهايتها .. حتى أصل لآخر صفحة فأجد الخيار مفتوحا لخيال القارئ . بغض النظر عن ذلك فهي رواية جميلة ذات فكرة مميزة..وأسلوبها في الكتابة ممتع..
",Positive,Positive
"استثنائي. الموقع والهدوء. الاثاث قديم الافطار صغير
",Positive,Positive
"أسكرتني أحداثها بكل تفاصيلها ، أسكرتني وبشدة وما تلبث ان تفعل ذلك حتى أعود لوعيي وأستيقظ على صوت ارتطام صاروخ او قذيفة ، وفي حين آخر رصآصة ليسرق روحا جديدة. رائعة بكل ما فيها ، من كلماتها إلى قوتها وصعوبتها وحتى تعقيدات واقعها وتناقضه. ذلك الرامي ابراهيم نصر الله قد أصاب هدفه وبدقة
",Positive,Negative
"طبائع الاستبداد ومصارع الاستعباد ل عبد الرحمن الكواكبى. بالرغم من ان الكتاب قد تم تأليفه منذ اكتر من مائه عام ولكن ما أشبه الليلة بالبارحة. أنصح بقراءة هذا الكتاب طالما هناك امم تعانى من الاستبداد الكتاب سيظل مرجع اكثر من وافى لطبائع الاستبداد و كيفيه التخلص منه
",Positive,Negative
"مكان رائع . النظافه والراحه. الحمام الثاني في الشقه كان ضيق وقلة المواقف
",Positive,Positive
"رائعة رائعة رائعة . اسلوب جميل وسلس جدا فى التعبير. وصف عميق جدا جدا جدا لمشاعر الفرد فى هذه الظروف الصعبة. كل سطر مهم لا يمكن استبعاد او اهمال اى جزء من القصة... ابكانى وهزنى جدا لقسوة الاحداث وواقعيتها للاسف. تأثرت جدا بالقصة وقراتها كلها فى يوم واحد رغم انشغالى لم اقدر ان اترك الكتاب الا بعد ان اهدا واعرف نهايته . اسلوب جميل ومحترم جداومختلف تماما عن الاسلوب المعتاد للروايات العربية. وصف رائع لكل نزاعات الانسان الداخلية. استفدت وعرفت طبائع الشعوب فى البلدين. انا سعيدة جدا بقراءتى لهذا الكتاب وهو على قمة قائمة الكتب المفضلة لدى . يستحق الف جائزة وليس فقط جائزة البوكر العربية
",Positive,Positive
"استمعت بقرائته تماما كما تألمت ... السخرية بوجع .. الضحكة تخالطها آهة ودمعة. كتاب جيد للاقتباس
",Positive,Positive
"جيد. الموقع قريب من الأسواق. الخدمات المقدمة من موظفي الاستقبال سيئة جدا بسبب وجود شخص واحد وتنتظر على الدور دقيقة كي تسأل سؤال . هل يعقل هذا الشيء لفندق كبير مثل فندقكموشكرا
",Positive,Positive
"المجهول ذلك الذي نبحث عنه بشكل محموم دون أن ندري لماذا وإلى أين ، الموت والحياة المتجاوران سواء في متاهات الدوائر الحكومية أو على بين سطح الأرض وباطنها ،، دون جوزيه الإسم الوحيد بين شخصيات الرواية يعيش في وسط يعج بالأسماء المجردة لكنه حين بحث عن أحدها اكتشف أن الأسماء تخفي بين حروفها الكثير ،، هو شخصيا لم يتعرف على نفسه كثيرا وترك نفسه لتعقيدات وحوارات داخلية كثيرة أبدعها ساراماغو بفلسفة وسخرية وتنوع مثير ،، انتهت الرواية ولم ينته البحث عن المجهول وبقيت جميع المتناقضات متجاورة ،، رواية بديعة
",Positive,Negative
"هذه هي الرواية الأولى التي اقرأها للحكيم و لكنها حتما لن تكون الأخيرة باستثناء مسرحية نهر الجنون . لم أتوقع أبدا قبل البدء بها أن أضحك من كل قلبي و استمتع فيها كل هذا الاستمتاع. عمل رائع بأسلوب ناقد ساخر يتحدث عن تلك القوانين المستوردة من الخارج و التي لا تتناسب مع المصريين و التي لا يستطيع الشعب المصري البسيط فهمها و ذلك بأسلوب جميل و مضحك جدا جعلني أزداد حبا للشعب المصري عموما و كتابه الساخرين خصوصا . أعتقد أن نقطة الضعف الوحيدة بها أنها لن تكون مفهومة من قبل الجميع بنفس القدر .. فباستثناء المصريين و من يفهم اللهجة المصرية و حقيقة بساطة الشعب المصري أعتقد أن من سيقرأها سيفوته الكثير من المرح و المعاني الدفينة بين سطورها و حقيقة أنني استغربت كثيرا حين علمت أنها مترجمة لعدد كبير من اللغات
",Positive,Positive
"مجموعه مقالات رائعه. اعتقد ان جزء منه يؤرخ الفتره الزمنيه والباقى بنتقد ووبتهكم على وضع امريكا والعراق
",Positive,Negative
"كتاب يستحق القراءة و التأمل في كلماتة ، بسيط واضح بعيد عن التعقيدات .. أختار حياتك و واقعك كما تحب ك أختيارك لقهوتك اليومية استمتعت بشدة .
",Positive,Positive
"رائع. موقع جميل.
",Positive,Positive
"حظه حلو جدا اللى قرأ الروايه قبل مايشوف الفيلم....الفيلم مسخ مشوه بالنسبه لابداع الروايه ومقدرتش اكمل اول نص ساعه مشاهده وقفلت
",Positive,Positive
"و لا اروع حقيقة .. مشاعر بلال و عبير و عزة و عمرو الفكرة نفسها حواراتهم قادرة ان تنقل الانسان من عالم لآخر
",Positive,Positive
"كتاب لطيف وظريف وخفيف وفيه اشعار حلوة جدااااا
",Positive,Positive
"انا لا أقاتل كي أنتصر بل كي لا يضيع حقي،، خالد الحاج محمود ... رواية رائعة تصور تاريخ فيلسطين فترة الاستعباد التركي، وصولا الى تنحي بريطانيا عن السلطة لصالح اليهود . متعبة الاحداث، وكثيرة هي خيبات الآمل ، نسأل الله نصرا عاجل غير اجل يارب ،،.
",Positive,Negative
"تنسيق الكتاب جميل من حيث الألوان و الصور. فالكتاب مقسم الى اقسام. الاول تكلم عن سبب الاهتمام عن الاشراط و قواعد في التعامل معها. الثاني العلامات الصغرى التي حدثت و لم تحدث بعد. تحدث الكاتب فيها بشئ من التفصيل او الإيجاز و لربما حدث تقسيم لاحد العلامات بغير محلها. الثالث الأشراط الكبرى. اكثر ما أعجبني بالكتاب هو ذكر اي اشكال او تنبيه او توضيح بمربع و الاجابه عليه فكثير منها كان يدور بذهني = . ما ادري ليه استمتع جدا بكتب العريفي و احب اخلصها بسرعه و اقرأها ثاني ..
",Positive,Positive
"كانت زيارة ممتعه اتمنى تكرارها مرة اخرى . القرب من الحرم و الافطار و تعامل طاقم الفندق ممتاز. المواقف ضيقة و محدودة
",Positive,Positive
"ا مارات العربيه المتحدة . الخدمات سريعه .. الغرف نظيف .. الإفطار جيد ..الموقع ممتاز ...
",Positive,Positive
"جيد. صراحه موقع حلو وخدمة استقبال ممتازة ونظافه. ينقصه كوفي شوب قهوه بصباح
",Positive,Positive
"إبراهيم عيسي إذا تابعته بحيادية وليس بتحير له أو ضده. فمن الأشخاص الذين يستطيعون جذبك إليه وإلي كتاباته. رواية مكتوبة بإحكام ورسم ووصف بإهتمام للشخصيات. ولكن الحشو والسرد الفارغ كان أكثر من صلب الأحداث. في روايته إنتقم من النظام الحاكم ولكن بطريقة لن تخطر ببالك طول الرواية. عن طريق أخو زوجة نجل الرئيس فهي ثغرة رائعة حقا . عجبني بعض مصطلحات مولانا حاتم الشناوي الدعائية وإنهم كشيوخ يقولون قشور من الدين أي سطحه. ولايقولون عمقه لإنهم لايجدون من يفهمه أو يموله للإعلام أما القشور فهي ممولة. لن أحكم طبعا علي إختلافي او اتفاقي معه في أي أمور دينية لإنها علي لسان شخصيات وهمية. فالخلاصة إن الرواية يعيبها في إحكامها أدبيا وأسلوب السرد والحوار عامية علي فصحي فهذا إعتقد من وجهة نظري انقطاع عن الكتابة فالعودة للتكملة ولكنها رواية كمجمل جيدة
",Positive,Negative
"تلك الرسائل المشحونة بكل ذلك الشجن و الحيرة و التساؤلات ، المشحونة بالألم و الوجع و أحيانا بالسعادة بعد طول الانتظار ... كل تلك المشاعر منها ما يبكينا و منها ما يرسم ع شفاتينا ابتسامة الأمل من جديد . فمن تجارب الآخرين نستمد الحكمة و الأمل و التروي ... أما عن الرائع عبد الوهاب مطاوع فماذا أقول لكي أعطي له حقه كاملا ، فهو الأب الروحي و الطبطبة ف صورتها الكاملة الحنونة. يجب أن نحزن لفقداننا مثل هذا القلب الحكيم ... ربنا يرحم روحك الحلوة و قلبك الحنون و عقلك الحكيم ..
",Positive,Positive
"الكتاب رائع وجديد والجميل انه بعامية واسلوب بسيط جدا والكاتب مفكر ومراقب ذكي لأمور الحياةاضافلي كتير الكتاب ده : ..
",Positive,Positive
"أنا لا أبدل أحزان قلبي بأفراح الناس، ولا أرضى أن تنقلب الدموع التي تستدرها الكآبة من جوارحي و أصير ضحكا، أتمنى أن تبقى حياتي دمعة وابتسامة.. دمعة و إبتسامة، مجموعة قصص وقصائد نثرية تعبر عما في فكر جبران، ونفسه من خلجات وتأملات في الحياة.. تحدث فيه عن الحب، الطبيعة، الجمال، الأصدقاء، الفراق، الموت، الألم، الذكريات، الفقر، والكمال... اسلوبه راقي جدا وأنيق كتاب يسحق القراءة
",Positive,Negative
"اروع فندق سكنت فيه بدبي بسعر رخيص جدا . كل شي. لاشي
",Positive,Positive
"رائع لكنه لا يصلح لكبار السن . موظفي الاستقبال ممتازين البوفيه متنوع والفندق بشكل عام نظيف. يبعد عن المسجد الحرام متر
",Positive,Positive
"ممتاز. الغرف النوم وراحه و خدمات ممتازة جدا. لايوجد شي
",Positive,Positive
"خلينى اقول ان الكتاب دا جه فى وقته اووووى نظرا لما يحتويه من خفة دم رهيبة . الواحد حس فعلا انه مشتراش كتاب هيندم على تمنه : . المواضيع فيه كلها من حياتك .. حياة كل واحد فينا مه اهلك .. جوه شقتك .. مع اخووك .. جواك انت . نقد بس بذوق ،، ضحك بس محترم .. تطلع الكتاب فى المترو الناس تقرأ معاك و تهز رأسها فيما معناه اة كلامه صح. فى الكلية كل الى قعد معايا فرفش و ضحك و عيط و احنا بنختم الكتاب مع اخر فصل فيه و فهم ان الحياة مش فيس و مش كل حد يتقاله صديق : . روعة و منتظرين التالى و اينعم الريفيو مش قد المقام بس المرة الجاية هكون متدربة اكتر ..
",Positive,Positive
"حسنا .. علي ان اعترف انني خرجت من هذا الكتاب بتساؤلات وليس تلك المعرفة التي وعداني بها محمد حسنين هيكل وسامي الدروبي. اشعر انني احتاج الى بعض الوقت كي استوعب الرواية وأمتص الصدمة .. الرواية أقرب الى التاريخ منه الى الادب ..واعتبروني احمقا لكن آجيبوني :. الم يكتب انديتش روايته على غرار الروايات التاريخية التقليدية جرجي زيدان وان اتفقنا على انها أكثر احترافية ان جاز التعبير ؟. ثم هل الجسر بكل بساطة يرمز الى سقوط وافول حضارات ؟ الا يوجد وظيفة للجسر في العمق ؟. حاولت التوغل في التفاصيل الداخلية اكثر من الظروف الخارجية..الشيء الذي اتعبني. لكن كل ما اتمناه حاليا هو ان اهضم الرواية .. هنيئا مريئا
",Positive,Negative
"ممتاز. المكان نظيف جدا. عدم وجود مواقف للسيارات باركن
",Positive,Positive
"لقد ماتت باربارا....هناك لوحة زيتية لها تتقد بألوانها البرتقالية والصفراء والبنفسجية مضيئة صدر غرفة المكتبة....إنه لأمر مؤلم أنني لن أراها أو أن أسمع صوتها ثانية...أتميز غيظا حين أرى الأشياء تبتعد...كل هذه التغيرات القاسية المصاحبة لتقدمي في العمر. أريد لاصدقائي أن يكونوا هنا دائما وللأمكنة أن تبقى على حالها ولهذا القدر من الأصوات والوجوه والأسماء أن يتوقف عن النقصان...لا أريد أن أتلمس طريقي كضرير يقتحم أمكنة جديدة بل أريد تلك الأمكنة التي ترحب برجوعي ببسمة متسامحة في هذا الوجود المر...أريد أن أقيم في وطني....وموطني الأول كان كتبي.. يعود مانغويل إلى مراحل سنه اليافعة مستعينا بكتب قرأها سابقا على مدار سنة كاملة....يستعيد الأفكار والأقوال ويحيك بها نسيجا ملونا بتفاصيل حياته اليومية وأسفاره متجولا بين المدن، يقارن بين كلا النسيجين القديم والجديد ويستعرض أحداثا عالميا ناقلا أفكاره الشخصية عنها. يصف مانغويل مخالفا رأيي هذا الدفتر بأنه على قدر قليل من الجمال وأقل من الذكاء لكنه حماسي رغم قصره.
",Positive,Negative
"جميل جدأ وممتع
",Positive,Positive
"من اجمل ماقرأت. رواية ساحرة
",Positive,Positive
"اكثر من رائع . الموقع وبشاشه الموظفين. ضيق الحمام
",Positive,Positive
